,Age
127924,30.0
127925,30.0
127926,30.0
127927,30.0
127928,52.0
127929,52.0
127930,52.0
127931,52.0
127932,52.0
127933,52.0
127934,52.0
127935,52.0
127936,22.0
127937,22.0
127938,22.0
127939,22.0
127940,22.0
127941,22.0
127942,22.0
127943,22.0
127944,50.0
127945,50.0
127946,50.0
127947,50.0
127948,50.0
127949,50.0
127950,50.0
127951,50.0
127952,43.0
127953,43.0
127954,43.0
127955,43.0
127956,43.0
127957,43.0
127958,43.0
127959,43.0
127960,28.0
127961,28.0
127962,28.0
127963,28.0
127964,28.0
127965,28.0
127966,28.0
127967,29.0
127968,51.0
127969,51.0
127970,51.0
127971,51.0
127972,52.0
127973,52.0
127974,52.0
127975,52.0
127976,30.0
127977,30.0
127978,30.0
127979,30.0
127980,30.0
127981,30.0
127982,30.0
127983,30.0
127984,40.0
127985,40.0
127986,40.0
127987,40.0
127988,40.0
127989,40.0
127990,40.0
127991,40.0
127992,35.0
127993,35.0
127994,35.0
127995,35.0
127996,35.0
127997,35.0
127998,35.0
127999,35.0
128000,22.0
128001,22.0
128002,22.0
128003,22.0
128004,22.0
128005,22.0
128006,22.0
128007,22.0
128008,31.0
128009,31.0
128010,31.0
128011,31.0
128012,31.0
128013,32.0
128014,32.0
128015,32.0
128016,33.0
128017,33.0
128018,33.0
128019,33.0
128020,33.0
128021,33.0
128022,33.0
128023,33.0
128024,55.0
128025,55.0
128026,55.0
128027,55.0
128028,55.0
128029,55.0
128030,55.0
128031,55.0
128032,53.0
128033,53.0
128034,53.0
128035,53.0
128036,53.0
128037,53.0
128038,53.0
128039,53.0
128040,43.0
128041,43.0
128042,43.0
128043,43.0
128044,44.0
128045,44.0
128046,44.0
128047,44.0
128048,35.0
128049,35.0
128050,35.0
128051,35.0
128052,35.0
128053,35.0
128054,35.0
128055,35.0
128056,54.0
128057,54.0
128058,54.0
128059,54.0
128060,54.0
128061,54.0
128062,54.0
128063,54.0
128064,39.0
128065,39.0
128066,39.0
128067,39.0
128068,39.0
128069,39.0
128070,39.0
128071,39.0
128072,53.0
128073,53.0
128074,53.0
128075,53.0
128076,53.0
128077,53.0
128078,53.0
128079,53.0
128080,28.0
128081,29.0
128082,29.0
128083,29.0
128084,29.0
128085,29.0
128086,29.0
128087,29.0
128088,31.0
128089,31.0
128090,31.0
128091,31.0
128092,31.0
128093,31.0
128094,31.0
128095,31.0
128096,54.0
128097,54.0
128098,54.0
128099,54.0
128100,54.0
128101,54.0
128102,54.0
128103,54.0
128104,45.0
128105,45.0
128106,45.0
128107,45.0
128108,45.0
128109,45.0
128110,45.0
128111,45.0
128112,33.0
128113,33.0
128114,33.0
128115,33.0
128116,33.0
128117,33.0
128118,33.0
128119,33.0
128120,41.0
128121,42.0
128122,42.0
128123,42.0
128124,42.0
128125,42.0
128126,42.0
128127,42.0
128128,29.0
128129,29.0
128130,29.0
128131,29.0
128132,29.0
128133,29.0
128134,29.0
128135,29.0
128136,43.0
128137,43.0
128138,43.0
128139,43.0
128140,43.0
128141,43.0
128142,43.0
128143,43.0
128144,36.0
128145,36.0
128146,36.0
128147,36.0
128148,36.0
128149,36.0
128150,36.0
128151,36.0
128152,24.0
128153,24.0
128154,24.0
128155,24.0
128156,24.0
128157,24.0
128158,24.0
128159,24.0
128160,37.0
128161,37.0
128162,37.0
128163,37.0
128164,37.0
128165,38.0
128166,38.0
128167,38.0
128168,54.0
128169,54.0
128170,54.0
128171,54.0
128172,54.0
128173,54.0
128174,54.0
128175,54.0
128176,22.0
128177,22.0
128178,22.0
128179,22.0
128180,22.0
128181,22.0
128182,22.0
128183,22.0
128184,23.0
128185,23.0
128186,23.0
128187,23.0
128188,23.0
128189,23.0
128190,23.0
128191,24.0
128192,52.0
128193,52.0
128194,52.0
128195,52.0
128196,52.0
128197,52.0
128198,52.0
128199,52.0
128200,35.0
128201,35.0
128202,35.0
128203,35.0
128204,35.0
128205,35.0
128206,35.0
128207,35.0
128208,28.0
128209,28.0
128210,29.0
128211,29.0
128212,29.0
128213,29.0
128214,29.0
128215,29.0
128216,19.0
128217,19.0
128218,19.0
128219,19.0
128220,19.0
128221,19.0
128222,19.0
128223,19.0
128224,37.0
128225,37.0
128226,37.0
128227,37.0
128228,37.0
128229,37.0
128230,37.0
128231,37.0
128232,15.0
128233,15.0
128234,15.0
128235,15.0
128236,15.0
128237,15.0
128238,15.0
128239,15.0
128240,42.0
128241,42.0
128242,42.0
128243,42.0
128244,42.0
128245,42.0
128246,42.0
128247,42.0
128248,37.0
128249,37.0
128250,37.0
128251,37.0
128252,37.0
128253,37.0
128254,37.0
128255,37.0
128256,46.0
128257,46.0
128258,46.0
128259,46.0
128260,46.0
128261,46.0
128262,47.0
128263,47.0
128264,34.0
128265,34.0
128266,34.0
128267,34.0
128268,34.0
128269,34.0
128270,34.0
128271,34.0
128272,24.0
128273,24.0
128274,24.0
128275,24.0
128276,24.0
128277,25.0
128278,25.0
128279,25.0
128280,30.0
128281,30.0
128282,30.0
128283,30.0
128284,30.0
128285,30.0
128286,30.0
128287,30.0
128288,15.0
128289,15.0
128290,15.0
128291,15.0
128292,15.0
128293,15.0
128294,15.0
128295,15.0
128296,28.0
128297,28.0
128298,28.0
128299,28.0
128300,28.0
128301,28.0
128302,28.0
128303,28.0
128304,53.0
128305,54.0
128306,54.0
128307,54.0
128308,54.0
128309,54.0
128310,54.0
128311,54.0
128312,39.0
128313,39.0
128314,39.0
128315,39.0
128316,39.0
128317,39.0
128318,39.0
128319,39.0
128320,20.0
128321,20.0
128322,20.0
128323,20.0
128324,20.0
128325,20.0
128326,20.0
128327,20.0
128328,20.0
128329,20.0
128330,20.0
128331,20.0
128332,21.0
128333,21.0
128334,21.0
128335,21.0
128336,55.0
128337,55.0
128338,55.0
128339,55.0
128340,55.0
128341,55.0
128342,55.0
128343,55.0
128344,27.0
128345,27.0
128346,27.0
128347,27.0
128348,27.0
128349,27.0
128350,27.0
128351,27.0
128352,29.0
128353,29.0
128354,29.0
128355,29.0
128356,29.0
128357,29.0
128358,29.0
128359,29.0
128360,39.0
128361,39.0
128362,39.0
128363,39.0
128364,39.0
128365,39.0
128366,39.0
128367,39.0
128368,39.0
128369,39.0
128370,39.0
128371,39.0
128372,39.0
128373,39.0
128374,39.0
128375,39.0
128376,25.0
128377,25.0
128378,25.0
128379,25.0
128380,25.0
128381,25.0
128382,25.0
128383,25.0
128384,23.0
128385,23.0
128386,23.0
128387,23.0
128388,23.0
128389,23.0
128390,23.0
128391,23.0
128392,34.0
128393,34.0
128394,34.0
128395,34.0
128396,34.0
128397,34.0
128398,34.0
128399,34.0
128400,53.0
128401,53.0
128402,53.0
128403,53.0
128404,53.0
128405,53.0
128406,53.0
128407,53.0
128408,44.0
128409,44.0
128410,44.0
128411,44.0
128412,44.0
128413,44.0
128414,44.0
128415,44.0
128416,53.0
128417,53.0
128418,53.0
128419,53.0
128420,53.0
128421,53.0
128422,53.0
128423,53.0
128424,16.0
128425,16.0
128426,16.0
128427,16.0
128428,16.0
128429,16.0
128430,16.0
128431,16.0
128432,43.0
128433,43.0
128434,43.0
128435,43.0
128436,43.0
128437,43.0
128438,43.0
128439,43.0
128440,23.0
128441,23.0
128442,23.0
128443,23.0
128444,23.0
128445,23.0
128446,23.0
128447,23.0
128448,39.0
128449,39.0
128450,39.0
128451,39.0
128452,39.0
128453,39.0
128454,40.0
128455,40.0
128456,54.0
128457,54.0
128458,54.0
128459,54.0
128460,54.0
128461,54.0
128462,54.0
128463,54.0
128464,21.0
128465,21.0
128466,21.0
128467,21.0
128468,21.0
128469,21.0
128470,21.0
128471,21.0
128472,48.0
128473,48.0
128474,48.0
128475,48.0
128476,48.0
128477,48.0
128478,48.0
128479,48.0
128480,16.0
128481,16.0
128482,16.0
128483,16.0
128484,16.0
128485,16.0
128486,16.0
128487,16.0
128488,27.0
128489,27.0
128490,27.0
128491,27.0
128492,27.0
128493,27.0
128494,27.0
128495,27.0
128496,35.0
128497,35.0
128498,35.0
128499,35.0
128500,35.0
128501,35.0
128502,35.0
128503,35.0
128504,47.0
128505,47.0
128506,47.0
128507,47.0
128508,47.0
128509,47.0
128510,47.0
128511,47.0
128512,22.0
128513,22.0
128514,22.0
128515,22.0
128516,22.0
128517,22.0
128518,22.0
128519,22.0
128520,14.0
128521,14.0
128522,14.0
128523,14.0
128524,14.0
128525,14.0
128526,14.0
128527,14.0
128528,41.0
128529,41.0
128530,41.0
128531,41.0
128532,41.0
128533,41.0
128534,41.0
128535,41.0
128536,45.0
128537,45.0
128538,45.0
128539,45.0
128540,45.0
128541,45.0
128542,45.0
128543,45.0
128544,26.0
128545,26.0
128546,26.0
128547,26.0
128548,26.0
128549,26.0
128550,26.0
128551,26.0
128552,21.0
128553,21.0
128554,21.0
128555,21.0
128556,21.0
128557,21.0
128558,21.0
128559,21.0
128560,24.0
128561,24.0
128562,24.0
128563,24.0
128564,24.0
128565,24.0
128566,24.0
128567,24.0
128568,26.0
128569,26.0
128570,26.0
128571,26.0
128572,26.0
128573,26.0
128574,26.0
128575,26.0
128576,17.0
128577,17.0
128578,17.0
128579,17.0
128580,17.0
128581,17.0
128582,17.0
128583,17.0
128584,28.0
128585,28.0
128586,28.0
128587,28.0
128588,28.0
128589,28.0
128590,29.0
128591,29.0
128592,55.0
128593,55.0
128594,55.0
128595,55.0
128596,55.0
128597,55.0
128598,55.0
128599,55.0
128600,44.0
128601,44.0
128602,44.0
128603,44.0
128604,44.0
128605,44.0
128606,44.0
128607,44.0
128608,22.0
128609,22.0
128610,22.0
128611,22.0
128612,23.0
128613,23.0
128614,23.0
128615,23.0
128616,16.0
128617,16.0
128618,16.0
128619,16.0
128620,16.0
128621,16.0
128622,16.0
128623,16.0
128624,21.0
128625,21.0
128626,21.0
128627,21.0
128628,21.0
128629,21.0
128630,21.0
128631,21.0
128632,51.0
128633,51.0
128634,51.0
128635,51.0
128636,52.0
128637,52.0
128638,52.0
128639,52.0
128640,39.0
128641,39.0
128642,39.0
128643,39.0
128644,39.0
128645,39.0
128646,39.0
128647,40.0
128648,15.0
128649,15.0
128650,15.0
128651,15.0
128652,15.0
128653,15.0
128654,15.0
128655,15.0
128656,43.0
128657,43.0
128658,43.0
128659,43.0
128660,43.0
128661,43.0
128662,43.0
128663,43.0
128664,41.0
128665,41.0
128666,41.0
128667,41.0
128668,41.0
128669,41.0
128670,41.0
128671,41.0
128672,52.0
128673,52.0
128674,52.0
128675,52.0
128676,52.0
128677,52.0
128678,52.0
128679,52.0
128680,41.0
128681,41.0
128682,41.0
128683,41.0
128684,41.0
128685,41.0
128686,41.0
128687,41.0
128688,33.0
128689,33.0
128690,33.0
128691,33.0
128692,33.0
128693,33.0
128694,33.0
128695,33.0
128696,14.0
128697,14.0
128698,14.0
128699,14.0
128700,14.0
128701,14.0
128702,14.0
128703,14.0
128704,41.0
128705,41.0
128706,41.0
128707,41.0
128708,41.0
128709,41.0
128710,41.0
128711,42.0
128712,40.0
128713,40.0
128714,40.0
128715,40.0
128716,40.0
128717,40.0
128718,40.0
128719,40.0
128720,30.0
128721,30.0
128722,30.0
128723,31.0
128724,31.0
128725,31.0
128726,31.0
128727,31.0
128728,55.0
128729,55.0
128730,55.0
128731,55.0
128732,55.0
128733,55.0
128734,55.0
128735,55.0
128736,25.0
128737,25.0
128738,25.0
128739,25.0
128740,25.0
128741,25.0
128742,25.0
128743,25.0
128744,37.0
128745,37.0
128746,37.0
128747,37.0
128748,37.0
128749,37.0
128750,37.0
128751,37.0
128752,27.0
128753,27.0
128754,27.0
128755,27.0
128756,27.0
128757,27.0
128758,27.0
128759,27.0
128760,38.0
128761,38.0
128762,38.0
128763,38.0
128764,38.0
128765,38.0
128766,38.0
128767,38.0
128768,32.0
128769,32.0
128770,33.0
128771,33.0
128772,33.0
128773,33.0
128774,33.0
128775,33.0
128776,49.0
128777,49.0
128778,49.0
128779,49.0
128780,49.0
128781,49.0
128782,49.0
128783,49.0
128784,41.0
128785,41.0
128786,41.0
128787,41.0
128788,41.0
128789,41.0
128790,41.0
128791,41.0
128792,28.0
128793,28.0
128794,28.0
128795,28.0
128796,28.0
128797,28.0
128798,28.0
128799,28.0
128800,23.0
128801,23.0
128802,23.0
128803,23.0
128804,23.0
128805,23.0
128806,23.0
128807,23.0
128808,16.0
128809,16.0
128810,16.0
128811,16.0
128812,16.0
128813,16.0
128814,16.0
128815,17.0
128816,36.0
128817,36.0
128818,36.0
128819,36.0
128820,36.0
128821,36.0
128822,36.0
128823,36.0
128824,23.0
128825,23.0
128826,23.0
128827,23.0
128828,23.0
128829,23.0
128830,23.0
128831,24.0
128832,35.0
128833,35.0
128834,35.0
128835,35.0
128836,35.0
128837,35.0
128838,36.0
128839,36.0
128840,50.0
128841,50.0
128842,50.0
128843,50.0
128844,50.0
128845,50.0
128846,50.0
128847,50.0
128848,19.0
128849,19.0
128850,19.0
128851,19.0
128852,19.0
128853,19.0
128854,19.0
128855,19.0
128856,24.0
128857,24.0
128858,24.0
128859,24.0
128860,24.0
128861,24.0
128862,24.0
128863,24.0
128864,19.0
128865,19.0
128866,19.0
128867,19.0
128868,19.0
128869,19.0
128870,19.0
128871,19.0
128872,37.0
128873,37.0
128874,37.0
128875,37.0
128876,37.0
128877,37.0
128878,37.0
128879,37.0
128880,30.0
128881,30.0
128882,30.0
128883,30.0
128884,30.0
128885,30.0
128886,30.0
128887,30.0
128888,40.0
128889,40.0
128890,40.0
128891,40.0
128892,40.0
128893,40.0
128894,41.0
128895,41.0
128896,17.0
128897,17.0
128898,17.0
128899,17.0
128900,17.0
128901,17.0
128902,17.0
128903,17.0
128904,17.0
128905,17.0
128906,17.0
128907,17.0
128908,17.0
128909,17.0
128910,17.0
128911,17.0
128912,28.0
128913,28.0
128914,28.0
128915,28.0
128916,28.0
128917,28.0
128918,28.0
128919,28.0
128920,23.0
128921,23.0
128922,23.0
128923,23.0
128924,23.0
128925,23.0
128926,23.0
128927,23.0
128928,50.0
128929,50.0
128930,50.0
128931,50.0
128932,50.0
128933,50.0
128934,50.0
128935,50.0
128936,31.0
128937,31.0
128938,31.0
128939,31.0
128940,31.0
128941,31.0
128942,31.0
128943,31.0
128944,39.0
128945,39.0
128946,39.0
128947,39.0
128948,39.0
128949,39.0
128950,39.0
128951,40.0
128952,36.0
128953,36.0
128954,36.0
128955,36.0
128956,36.0
128957,36.0
128958,36.0
128959,36.0
128960,38.0
128961,38.0
128962,38.0
128963,38.0
128964,38.0
128965,38.0
128966,38.0
128967,38.0
128968,30.0
128969,30.0
128970,30.0
128971,30.0
128972,30.0
128973,30.0
128974,30.0
128975,30.0
128976,44.0
128977,45.0
128978,45.0
128979,45.0
128980,45.0
128981,45.0
128982,45.0
128983,45.0
128984,48.0
128985,48.0
128986,48.0
128987,48.0
128988,48.0
128989,48.0
128990,48.0
128991,48.0
128992,22.0
128993,22.0
128994,22.0
128995,22.0
128996,22.0
128997,22.0
128998,22.0
128999,22.0
129000,51.0
129001,51.0
129002,51.0
129003,51.0
129004,51.0
129005,51.0
129006,51.0
129007,51.0
129008,18.0
129009,18.0
129010,18.0
129011,18.0
129012,18.0
129013,18.0
129014,18.0
129015,19.0
129016,30.0
129017,30.0
129018,30.0
129019,30.0
129020,30.0
129021,30.0
129022,30.0
129023,30.0
129024,45.0
129025,45.0
129026,45.0
129027,45.0
129028,45.0
129029,45.0
129030,45.0
129031,45.0
129032,43.0
129033,43.0
129034,43.0
129035,43.0
129036,43.0
129037,43.0
129038,43.0
129039,43.0
129040,26.0
129041,26.0
129042,26.0
129043,26.0
129044,26.0
129045,26.0
129046,26.0
129047,26.0
129048,18.0
129049,18.0
129050,18.0
129051,18.0
129052,18.0
129053,18.0
129054,18.0
129055,18.0
129056,26.0
129057,26.0
129058,26.0
129059,26.0
129060,26.0
129061,26.0
129062,26.0
129063,26.0
129064,26.0
129065,26.0
129066,26.0
129067,26.0
129068,26.0
129069,26.0
129070,27.0
129071,27.0
129072,49.0
129073,49.0
129074,49.0
129075,49.0
129076,49.0
129077,49.0
129078,49.0
129079,49.0
129080,19.0
129081,19.0
129082,19.0
129083,19.0
129084,19.0
129085,20.0
129086,20.0
129087,20.0
129088,19.0
129089,19.0
129090,19.0
129091,19.0
129092,19.0
129093,19.0
129094,19.0
129095,19.0
129096,41.0
129097,41.0
129098,41.0
129099,42.0
129100,42.0
129101,42.0
129102,42.0
129103,42.0
129104,40.0
129105,40.0
129106,40.0
129107,40.0
129108,40.0
129109,40.0
129110,40.0
129111,40.0
129112,47.0
129113,47.0
129114,47.0
129115,47.0
129116,47.0
129117,47.0
129118,47.0
129119,47.0
129120,29.0
129121,29.0
129122,29.0
129123,29.0
129124,29.0
129125,29.0
129126,29.0
129127,29.0
129128,39.0
129129,39.0
129130,39.0
129131,39.0
129132,39.0
129133,39.0
129134,39.0
129135,39.0
129136,53.0
129137,53.0
129138,53.0
129139,53.0
129140,53.0
129141,53.0
129142,53.0
129143,53.0
129144,21.0
129145,21.0
129146,21.0
129147,21.0
129148,21.0
129149,21.0
129150,21.0
129151,21.0
129152,28.0
129153,28.0
129154,28.0
129155,28.0
129156,28.0
129157,28.0
129158,28.0
129159,28.0
129160,21.0
129161,21.0
129162,21.0
129163,21.0
129164,21.0
129165,21.0
129166,21.0
129167,22.0
129168,24.0
129169,24.0
129170,24.0
129171,24.0
129172,24.0
129173,24.0
129174,24.0
129175,24.0
129176,40.0
129177,40.0
129178,40.0
129179,40.0
129180,40.0
129181,41.0
129182,41.0
129183,41.0
129184,53.0
129185,53.0
129186,53.0
129187,53.0
129188,53.0
129189,53.0
129190,53.0
129191,54.0
129192,41.0
129193,41.0
129194,41.0
129195,41.0
129196,42.0
129197,42.0
129198,42.0
129199,42.0
129200,49.0
129201,49.0
129202,49.0
129203,49.0
129204,49.0
129205,49.0
129206,49.0
129207,49.0
129208,53.0
129209,53.0
129210,53.0
129211,53.0
129212,53.0
129213,53.0
129214,53.0
129215,53.0
129216,18.0
129217,18.0
129218,18.0
129219,18.0
129220,18.0
129221,18.0
129222,18.0
129223,18.0
129224,26.0
129225,26.0
129226,26.0
129227,26.0
129228,26.0
129229,26.0
129230,26.0
129231,26.0
129232,53.0
129233,53.0
129234,53.0
129235,53.0
129236,53.0
129237,53.0
129238,53.0
129239,53.0
129240,26.0
129241,26.0
129242,26.0
129243,26.0
129244,26.0
129245,26.0
129246,26.0
129247,26.0
129248,38.0
129249,38.0
129250,39.0
129251,39.0
129252,39.0
129253,39.0
129254,39.0
129255,39.0
129256,41.0
129257,41.0
129258,41.0
129259,41.0
129260,41.0
129261,41.0
129262,41.0
129263,41.0
129264,29.0
129265,29.0
129266,29.0
129267,29.0
129268,29.0
129269,29.0
129270,29.0
129271,29.0
129272,39.0
129273,39.0
129274,39.0
129275,39.0
129276,39.0
129277,39.0
129278,39.0
129279,39.0
129280,17.0
129281,17.0
129282,17.0
129283,17.0
129284,17.0
129285,17.0
129286,17.0
129287,17.0
129288,41.0
129289,41.0
129290,41.0
129291,41.0
129292,41.0
129293,41.0
129294,41.0
129295,41.0
129296,28.0
129297,28.0
129298,28.0
129299,28.0
129300,28.0
129301,28.0
129302,28.0
129303,28.0
129304,55.0
129305,55.0
129306,55.0
129307,55.0
129308,55.0
129309,55.0
129310,55.0
129311,55.0
129312,31.0
129313,31.0
129314,31.0
129315,31.0
129316,31.0
129317,31.0
129318,31.0
129319,31.0
129320,39.0
129321,39.0
129322,39.0
129323,39.0
129324,39.0
129325,39.0
129326,39.0
129327,39.0
129328,37.0
129329,37.0
129330,37.0
129331,37.0
129332,37.0
129333,37.0
129334,37.0
129335,37.0
129336,36.0
129337,36.0
129338,36.0
129339,36.0
129340,36.0
129341,37.0
129342,37.0
129343,37.0
129344,24.0
129345,24.0
129346,24.0
129347,24.0
129348,24.0
129349,24.0
129350,24.0
129351,24.0
129352,26.0
129353,26.0
129354,26.0
129355,26.0
129356,26.0
129357,26.0
129358,26.0
129359,26.0
129360,19.0
129361,19.0
129362,19.0
129363,19.0
129364,19.0
129365,19.0
129366,19.0
129367,19.0
129368,38.0
129369,38.0
129370,38.0
129371,38.0
129372,38.0
129373,38.0
129374,38.0
129375,38.0
129376,23.0
129377,23.0
129378,23.0
129379,23.0
129380,23.0
129381,23.0
129382,24.0
129383,24.0
129384,19.0
129385,19.0
129386,19.0
129387,19.0
129388,19.0
129389,19.0
129390,19.0
129391,19.0
129392,40.0
129393,41.0
129394,41.0
129395,41.0
129396,41.0
129397,41.0
129398,41.0
129399,41.0
129400,27.0
129401,27.0
129402,27.0
129403,27.0
129404,27.0
129405,27.0
129406,27.0
129407,27.0
129408,18.0
129409,18.0
129410,18.0
129411,18.0
129412,18.0
129413,18.0
129414,18.0
129415,18.0
129416,44.0
129417,44.0
129418,44.0
129419,44.0
129420,44.0
129421,44.0
129422,44.0
129423,44.0
129424,39.0
129425,39.0
129426,39.0
129427,39.0
129428,39.0
129429,39.0
129430,39.0
129431,39.0
129432,55.0
129433,55.0
129434,55.0
129435,55.0
129436,55.0
129437,55.0
129438,55.0
129439,55.0
129440,41.0
129441,41.0
129442,41.0
129443,41.0
129444,42.0
129445,42.0
129446,42.0
129447,42.0
129448,41.0
129449,41.0
129450,41.0
129451,41.0
129452,41.0
129453,41.0
129454,41.0
129455,41.0
129456,39.0
129457,39.0
129458,39.0
129459,39.0
129460,39.0
129461,39.0
129462,39.0
129463,39.0
129464,37.0
129465,37.0
129466,37.0
129467,38.0
129468,38.0
129469,38.0
129470,38.0
129471,38.0
129472,29.0
129473,29.0
129474,29.0
129475,29.0
129476,29.0
129477,29.0
129478,29.0
129479,29.0
129480,39.0
129481,39.0
129482,39.0
129483,39.0
129484,39.0
129485,39.0
129486,39.0
129487,39.0
129488,27.0
129489,27.0
129490,27.0
129491,27.0
129492,27.0
129493,27.0
129494,27.0
129495,27.0
129496,34.0
129497,34.0
129498,34.0
129499,34.0
129500,34.0
129501,34.0
129502,34.0
129503,34.0
129504,49.0
129505,49.0
129506,49.0
129507,49.0
129508,49.0
129509,49.0
129510,49.0
129511,49.0
129512,49.0
129513,50.0
129514,50.0
129515,50.0
129516,50.0
129517,50.0
129518,50.0
129519,50.0
129520,14.0
129521,14.0
129522,14.0
129523,14.0
129524,14.0
129525,14.0
129526,14.0
129527,14.0
129528,19.0
129529,19.0
129530,19.0
129531,19.0
129532,19.0
129533,19.0
129534,19.0
129535,19.0
129536,45.0
129537,45.0
129538,45.0
129539,45.0
129540,45.0
129541,45.0
129542,45.0
129543,45.0
129544,50.0
129545,50.0
129546,50.0
129547,50.0
129548,50.0
129549,50.0
129550,50.0
129551,50.0
129552,41.0
129553,41.0
129554,41.0
129555,41.0
129556,41.0
129557,41.0
129558,41.0
129559,41.0
129560,44.0
129561,44.0
129562,44.0
129563,44.0
129564,44.0
129565,44.0
129566,45.0
129567,45.0
129568,51.0
129569,51.0
129570,51.0
129571,51.0
129572,51.0
129573,51.0
129574,51.0
129575,51.0
129576,38.0
129577,38.0
129578,38.0
129579,38.0
129580,38.0
129581,38.0
129582,38.0
129583,38.0
129584,20.0
129585,20.0
129586,20.0
129587,20.0
129588,20.0
129589,20.0
129590,20.0
129591,20.0
129592,15.0
129593,15.0
129594,15.0
129595,15.0
129596,15.0
129597,15.0
129598,15.0
129599,15.0
129600,38.0
129601,38.0
129602,38.0
129603,38.0
129604,38.0
129605,38.0
129606,38.0
129607,38.0
129608,34.0
129609,34.0
129610,34.0
129611,34.0
129612,34.0
129613,34.0
129614,35.0
129615,35.0
129616,51.0
129617,51.0
129618,51.0
129619,51.0
129620,51.0
129621,51.0
129622,51.0
129623,51.0
129624,32.0
129625,32.0
129626,32.0
129627,32.0
129628,32.0
129629,32.0
129630,32.0
129631,33.0
129632,26.0
129633,26.0
129634,26.0
129635,26.0
129636,26.0
129637,26.0
129638,26.0
129639,26.0
129640,34.0
129641,34.0
129642,34.0
129643,34.0
129644,34.0
129645,34.0
129646,35.0
129647,35.0
129648,35.0
129649,35.0
129650,35.0
129651,35.0
129652,35.0
129653,35.0
129654,36.0
129655,36.0
129656,23.0
129657,23.0
129658,23.0
129659,23.0
129660,23.0
129661,23.0
129662,23.0
129663,23.0
129664,52.0
129665,52.0
129666,52.0
129667,52.0
129668,52.0
129669,52.0
129670,52.0
129671,52.0
129672,24.0
129673,24.0
129674,24.0
129675,24.0
129676,24.0
129677,24.0
129678,24.0
129679,24.0
129680,44.0
129681,44.0
129682,44.0
129683,44.0
129684,44.0
129685,44.0
129686,44.0
129687,44.0
129688,18.0
129689,18.0
129690,18.0
129691,18.0
129692,18.0
129693,18.0
129694,19.0
129695,19.0
129696,22.0
129697,22.0
129698,22.0
129699,22.0
129700,22.0
129701,22.0
129702,23.0
129703,23.0
129704,19.0
129705,19.0
129706,19.0
129707,19.0
129708,19.0
129709,19.0
129710,19.0
129711,19.0
129712,19.0
129713,19.0
129714,19.0
129715,19.0
129716,20.0
129717,20.0
129718,20.0
129719,20.0
129720,30.0
129721,30.0
129722,30.0
129723,30.0
129724,30.0
129725,30.0
129726,30.0
129727,30.0
129728,41.0
129729,41.0
129730,42.0
129731,42.0
129732,42.0
129733,42.0
129734,42.0
129735,42.0
129736,35.0
129737,35.0
129738,36.0
129739,36.0
129740,36.0
129741,36.0
129742,36.0
129743,36.0
129744,32.0
129745,32.0
129746,32.0
129747,32.0
129748,32.0
129749,32.0
129750,32.0
129751,32.0
129752,20.0
129753,20.0
129754,20.0
129755,20.0
129756,20.0
129757,20.0
129758,20.0
129759,20.0
129760,32.0
129761,32.0
129762,32.0
129763,32.0
129764,32.0
129765,32.0
129766,32.0
129767,32.0
129768,37.0
129769,37.0
129770,37.0
129771,37.0
129772,37.0
129773,37.0
129774,37.0
129775,37.0
129776,29.0
129777,29.0
129778,29.0
129779,29.0
129780,29.0
129781,29.0
129782,29.0
129783,30.0
129784,51.0
129785,51.0
129786,51.0
129787,51.0
129788,51.0
129789,51.0
129790,51.0
129791,51.0
129792,33.0
129793,33.0
129794,33.0
129795,33.0
129796,34.0
129797,34.0
129798,34.0
129799,34.0
129800,41.0
129801,41.0
129802,41.0
129803,41.0
129804,41.0
129805,41.0
129806,41.0
129807,41.0
129808,37.0
129809,37.0
129810,37.0
129811,37.0
129812,37.0
129813,38.0
129814,38.0
129815,38.0
129816,49.0
129817,49.0
129818,49.0
129819,49.0
129820,49.0
129821,49.0
129822,49.0
129823,50.0
129824,25.0
129825,25.0
129826,25.0
129827,25.0
129828,25.0
129829,25.0
129830,25.0
129831,25.0
129832,31.0
129833,31.0
129834,31.0
129835,31.0
129836,31.0
129837,31.0
129838,31.0
129839,31.0
129840,45.0
129841,45.0
129842,45.0
129843,45.0
129844,45.0
129845,45.0
129846,45.0
129847,45.0
129848,44.0
129849,44.0
129850,44.0
129851,44.0
129852,44.0
129853,44.0
129854,44.0
129855,44.0
129856,38.0
129857,38.0
129858,38.0
129859,38.0
129860,38.0
129861,38.0
129862,38.0
129863,38.0
129864,16.0
129865,16.0
129866,16.0
129867,16.0
129868,16.0
129869,16.0
129870,16.0
129871,16.0
129872,51.0
129873,51.0
129874,51.0
129875,51.0
129876,51.0
129877,51.0
129878,51.0
129879,51.0
129880,23.0
129881,23.0
129882,23.0
129883,23.0
129884,23.0
129885,23.0
129886,23.0
129887,23.0
129888,53.0
129889,53.0
129890,53.0
129891,53.0
129892,53.0
129893,53.0
129894,53.0
129895,53.0
129896,26.0
129897,27.0
129898,27.0
129899,27.0
129900,27.0
129901,27.0
129902,27.0
129903,27.0
129904,37.0
129905,37.0
129906,37.0
129907,37.0
129908,37.0
129909,37.0
129910,37.0
129911,37.0
129912,46.0
129913,46.0
129914,46.0
129915,46.0
129916,46.0
129917,46.0
129918,46.0
129919,46.0
129920,41.0
129921,41.0
129922,41.0
