,Credit_Mix
125134,Good
125135,Good
125136,Good
125137,Good
125138,Good
125139,Good
125140,Good
125141,Good
125142,Good
125143,Good
125144,Standard
125145,Standard
125146,Standard
125147,Standard
125148,Standard
125149,Standard
125150,Standard
125151,Standard
125152,Standard
125153,Standard
125154,Standard
125155,Standard
125156,Standard
125157,Standard
125158,Standard
125159,Standard
125160,Standard
125161,Standard
125162,Standard
125163,Standard
125164,Standard
125165,Standard
125166,Standard
125167,Standard
125168,Good
125169,Good
125170,Good
125171,Good
125172,Good
125173,Good
125174,Good
125175,Good
125176,Bad
125177,Bad
125178,Bad
125179,Bad
125180,Bad
125181,Bad
125182,Bad
125183,Bad
125184,Standard
125185,Standard
125186,Standard
125187,Standard
125188,Standard
125189,Standard
125190,Standard
125191,Standard
125192,Bad
125193,Bad
125194,Bad
125195,Bad
125196,Bad
125197,Bad
125198,Bad
125199,Bad
125200,Bad
125201,Bad
125202,Bad
125203,Bad
125204,Bad
125205,Bad
125206,Bad
125207,Bad
125208,Standard
125209,Standard
125210,Standard
125211,Standard
125212,Standard
125213,Standard
125214,Standard
125215,Standard
125216,Good
125217,Good
125218,Good
125219,Good
125220,Good
125221,Good
125222,Good
125223,Good
125224,Bad
125225,Bad
125226,Bad
125227,Bad
125228,Bad
125229,Bad
125230,Bad
125231,Bad
125232,Good
125233,Good
125234,Good
125235,Good
125236,Good
125237,Good
125238,Good
125239,Good
125240,Standard
125241,Standard
125242,Standard
125243,Standard
125244,Standard
125245,Standard
125246,Standard
125247,Standard
125248,Standard
125249,Standard
125250,Standard
125251,Standard
125252,Standard
125253,Standard
125254,Standard
125255,Standard
125256,Good
125257,Good
125258,Good
125259,Good
125260,Good
125261,Good
125262,Good
125263,Good
125264,Bad
125265,Bad
125266,Bad
125267,Bad
125268,Bad
125269,Bad
125270,Bad
125271,Bad
125272,Bad
125273,Bad
125274,Bad
125275,Bad
125276,Bad
125277,Bad
125278,Bad
125279,Bad
125280,Bad
125281,Bad
125282,Bad
125283,Bad
125284,Bad
125285,Bad
125286,Bad
125287,Bad
125288,Standard
125289,Standard
125290,Standard
125291,Standard
125292,Standard
125293,Standard
125294,Standard
125295,Standard
125296,Standard
125297,Standard
125298,Standard
125299,Standard
125300,Standard
125301,Standard
125302,Standard
125303,Standard
125304,Good
125305,Good
125306,Good
125307,Good
125308,Good
125309,Good
125310,Good
125311,Good
125312,Standard
125313,Standard
125314,Standard
125315,Standard
125316,Standard
125317,Standard
125318,Standard
125319,Standard
125320,Bad
125321,Bad
125322,Bad
125323,Bad
125324,Bad
125325,Bad
125326,Bad
125327,Bad
125328,Bad
125329,Bad
125330,Bad
125331,Bad
125332,Bad
125333,Bad
125334,Bad
125335,Bad
125336,Good
125337,Good
125338,Good
125339,Good
125340,Good
125341,Good
125342,Good
125343,Good
125344,Bad
125345,Bad
125346,Bad
125347,Bad
125348,Bad
125349,Bad
125350,Bad
125351,Bad
125352,Bad
125353,Bad
125354,Bad
125355,Bad
125356,Bad
125357,Bad
125358,Bad
125359,Bad
125360,Standard
125361,Standard
125362,Standard
125363,Standard
125364,Standard
125365,Standard
125366,Standard
125367,Standard
125368,Standard
125369,Standard
125370,Standard
125371,Standard
125372,Standard
125373,Standard
125374,Standard
125375,Standard
125376,Good
125377,Good
125378,Good
125379,Good
125380,Good
125381,Good
125382,Good
125383,Good
125384,Standard
125385,Standard
125386,Standard
125387,Standard
125388,Standard
125389,Standard
125390,Standard
125391,Standard
125392,Bad
125393,Bad
125394,Bad
125395,Bad
125396,Bad
125397,Bad
125398,Bad
125399,Bad
125400,Bad
125401,Bad
125402,Bad
125403,Bad
125404,Bad
125405,Bad
125406,Bad
125407,Bad
125408,Good
125409,Good
125410,Good
125411,Good
125412,Good
125413,Good
125414,Good
125415,Good
125416,Bad
125417,Bad
125418,Bad
125419,Bad
125420,Bad
125421,Bad
125422,Bad
125423,Bad
125424,Standard
125425,Standard
125426,Standard
125427,Standard
125428,Standard
125429,Standard
125430,Standard
125431,Standard
125432,Bad
125433,Bad
125434,Bad
125435,Bad
125436,Bad
125437,Bad
125438,Bad
125439,Bad
125440,Good
125441,Good
125442,Good
125443,Good
125444,Good
125445,Good
125446,Good
125447,Good
125448,Good
125449,Good
125450,Good
125451,Good
125452,Good
125453,Good
125454,Good
125455,Good
125456,Standard
125457,Standard
125458,Standard
125459,Standard
125460,Standard
125461,Standard
125462,Standard
125463,Standard
125464,Bad
125465,Bad
125466,Bad
125467,Bad
125468,Bad
125469,Bad
125470,Bad
125471,Bad
125472,Standard
125473,Standard
125474,Standard
125475,Standard
125476,Standard
125477,Standard
125478,Standard
125479,Standard
125480,Bad
125481,Bad
125482,Bad
125483,Bad
125484,Bad
125485,Bad
125486,Bad
125487,Bad
125488,Standard
125489,Standard
125490,Standard
125491,Standard
125492,Standard
125493,Standard
125494,Standard
125495,Standard
125496,Good
125497,Good
125498,Good
125499,Good
125500,Good
125501,Good
125502,Good
125503,Good
125504,Standard
125505,Standard
125506,Standard
125507,Standard
125508,Standard
125509,Standard
125510,Standard
125511,Standard
125512,Standard
125513,Standard
125514,Standard
125515,Standard
125516,Standard
125517,Standard
125518,Standard
125519,Standard
125520,Standard
125521,Standard
125522,Standard
125523,Standard
125524,Standard
125525,Standard
125526,Standard
125527,Standard
125528,Standard
125529,Standard
125530,Standard
125531,Standard
125532,Standard
125533,Standard
125534,Standard
125535,Standard
125536,Good
125537,Good
125538,Good
125539,Good
125540,Good
125541,Good
125542,Good
125543,Good
125544,Standard
125545,Standard
125546,Standard
125547,Standard
125548,Standard
125549,Standard
125550,Standard
125551,Standard
125552,Standard
125553,Standard
125554,Standard
125555,Standard
125556,Standard
125557,Standard
125558,Standard
125559,Standard
125560,Good
125561,Good
125562,Good
125563,Good
125564,Good
125565,Good
125566,Good
125567,Good
125568,Good
125569,Good
125570,Good
125571,Good
125572,Good
125573,Good
125574,Good
125575,Good
125576,Standard
125577,Standard
125578,Standard
125579,Standard
125580,Standard
125581,Standard
125582,Standard
125583,Standard
125584,Good
125585,Good
125586,Good
125587,Good
125588,Good
125589,Good
125590,Good
125591,Good
125592,Bad
125593,Bad
125594,Bad
125595,Bad
125596,Bad
125597,Bad
125598,Bad
125599,Bad
125600,Standard
125601,Standard
125602,Standard
125603,Standard
125604,Standard
125605,Standard
125606,Standard
125607,Standard
125608,Standard
125609,Standard
125610,Standard
125611,Standard
125612,Standard
125613,Standard
125614,Standard
125615,Standard
125616,Bad
125617,Bad
125618,Bad
125619,Bad
125620,Bad
125621,Bad
125622,Bad
125623,Bad
125624,Standard
125625,Standard
125626,Standard
125627,Standard
125628,Standard
125629,Standard
125630,Standard
125631,Standard
125632,Good
125633,Good
125634,Good
125635,Good
125636,Good
125637,Good
125638,Good
125639,Good
125640,Standard
125641,Standard
125642,Standard
125643,Standard
125644,Standard
125645,Standard
125646,Standard
125647,Standard
125648,Good
125649,Good
125650,Good
125651,Good
125652,Good
125653,Good
125654,Good
125655,Good
125656,Good
125657,Good
125658,Good
125659,Good
125660,Good
125661,Good
125662,Good
125663,Good
125664,Good
125665,Good
125666,Good
125667,Good
125668,Good
125669,Good
125670,Good
125671,Good
125672,Standard
125673,Standard
125674,Standard
125675,Standard
125676,Standard
125677,Standard
125678,Standard
125679,Standard
125680,Good
125681,Good
125682,Good
125683,Good
125684,Good
125685,Good
125686,Good
125687,Good
125688,Standard
125689,Standard
125690,Standard
125691,Standard
125692,Standard
125693,Standard
125694,Standard
125695,Standard
125696,Standard
125697,Standard
125698,Standard
125699,Standard
125700,Standard
125701,Standard
125702,Standard
125703,Standard
125704,Good
125705,Good
125706,Good
125707,Good
125708,Good
125709,Good
125710,Good
125711,Good
125712,Good
125713,Good
125714,Good
125715,Good
125716,Good
125717,Good
125718,Good
125719,Good
125720,Good
125721,Good
125722,Good
125723,Good
125724,Good
125725,Good
125726,Good
125727,Good
125728,Good
125729,Good
125730,Good
125731,Good
125732,Good
125733,Good
125734,Good
125735,Good
125736,Bad
125737,Bad
125738,Bad
125739,Bad
125740,Bad
125741,Bad
125742,Bad
125743,Bad
125744,Good
125745,Good
125746,Good
125747,Good
125748,Good
125749,Good
125750,Good
125751,Good
125752,Good
125753,Good
125754,Good
125755,Good
125756,Good
125757,Good
125758,Good
125759,Good
125760,Standard
125761,Standard
125762,Standard
125763,Standard
125764,Standard
125765,Standard
125766,Standard
125767,Standard
125768,Standard
125769,Standard
125770,Standard
125771,Standard
125772,Standard
125773,Standard
125774,Standard
125775,Standard
125776,Bad
125777,Bad
125778,Bad
125779,Bad
125780,Bad
125781,Bad
125782,Bad
125783,Bad
125784,Standard
125785,Standard
125786,Standard
125787,Standard
125788,Standard
125789,Standard
125790,Standard
125791,Standard
125792,Good
125793,Good
125794,Good
125795,Good
125796,Good
125797,Good
125798,Good
125799,Good
125800,Standard
125801,Standard
125802,Standard
125803,Standard
125804,Standard
125805,Standard
125806,Standard
125807,Standard
125808,Standard
125809,Standard
125810,Standard
125811,Standard
125812,Standard
125813,Standard
125814,Standard
125815,Standard
125816,Bad
125817,Bad
125818,Bad
125819,Bad
125820,Bad
125821,Bad
125822,Bad
125823,Bad
125824,Good
125825,Good
125826,Good
125827,Good
125828,Good
125829,Good
125830,Good
125831,Good
125832,Good
125833,Good
125834,Good
125835,Good
125836,Good
125837,Good
125838,Good
125839,Good
125840,Bad
125841,Bad
125842,Bad
125843,Bad
125844,Bad
125845,Bad
125846,Bad
125847,Bad
125848,Bad
125849,Bad
125850,Bad
125851,Bad
125852,Bad
125853,Bad
125854,Bad
125855,Bad
125856,Standard
125857,Standard
125858,Standard
125859,Standard
125860,Standard
125861,Standard
125862,Standard
125863,Standard
125864,Standard
125865,Standard
125866,Standard
125867,Standard
125868,Standard
125869,Standard
125870,Standard
125871,Standard
125872,Good
125873,Good
125874,Good
125875,Good
125876,Good
125877,Good
125878,Good
125879,Good
125880,Bad
125881,Bad
125882,Bad
125883,Bad
125884,Bad
125885,Bad
125886,Bad
125887,Bad
125888,Standard
125889,Standard
125890,Standard
125891,Standard
125892,Standard
125893,Standard
125894,Standard
125895,Standard
125896,Standard
125897,Standard
125898,Standard
125899,Standard
125900,Standard
125901,Standard
125902,Standard
125903,Standard
125904,Standard
125905,Standard
125906,Standard
125907,Standard
125908,Standard
125909,Standard
125910,Standard
125911,Standard
125912,Good
125913,Good
125914,Good
125915,Good
125916,Good
125917,Good
125918,Good
125919,Good
125920,Good
125921,Good
125922,Good
125923,Good
125924,Good
125925,Good
125926,Good
125927,Good
125928,Good
125929,Good
125930,Good
125931,Good
125932,Good
125933,Good
125934,Good
125935,Good
125936,Standard
125937,Standard
125938,Standard
125939,Standard
125940,Standard
125941,Standard
125942,Standard
125943,Standard
125944,Good
125945,Good
125946,Good
125947,Good
125948,Good
125949,Good
125950,Good
125951,Good
125952,Standard
125953,Standard
125954,Standard
125955,Standard
125956,Standard
125957,Standard
125958,Standard
125959,Standard
125960,Standard
125961,Standard
125962,Standard
125963,Standard
125964,Standard
125965,Standard
125966,Standard
125967,Standard
125968,Good
125969,Good
125970,Good
125971,Good
125972,Good
125973,Good
125974,Good
125975,Good
125976,Bad
125977,Bad
125978,Bad
125979,Bad
125980,Bad
125981,Bad
125982,Bad
125983,Bad
125984,Standard
125985,Standard
125986,Standard
125987,Standard
125988,Standard
125989,Standard
125990,Standard
125991,Standard
125992,Standard
125993,Standard
125994,Standard
125995,Standard
125996,Standard
125997,Standard
125998,Standard
125999,Standard
126000,Standard
126001,Standard
126002,Standard
126003,Standard
126004,Standard
126005,Standard
126006,Standard
126007,Standard
126008,Standard
126009,Standard
126010,Standard
126011,Standard
126012,Standard
126013,Standard
126014,Standard
126015,Standard
126016,Standard
126017,Standard
126018,Standard
126019,Standard
126020,Standard
126021,Standard
126022,Standard
126023,Standard
126024,Standard
126025,Standard
126026,Standard
126027,Standard
126028,Standard
126029,Standard
126030,Standard
126031,Standard
126032,Good
126033,Good
126034,Good
126035,Good
126036,Good
126037,Good
126038,Good
126039,Good
126040,Standard
126041,Standard
126042,Standard
126043,Standard
126044,Standard
126045,Standard
126046,Standard
126047,Standard
126048,Good
126049,Good
126050,Good
126051,Good
126052,Good
126053,Good
126054,Good
126055,Good
126056,Bad
126057,Bad
126058,Bad
126059,Bad
126060,Bad
126061,Bad
126062,Bad
126063,Bad
126064,Bad
126065,Bad
126066,Bad
126067,Bad
126068,Bad
126069,Bad
126070,Bad
126071,Bad
126072,Bad
126073,Bad
126074,Bad
126075,Bad
126076,Bad
126077,Bad
126078,Bad
126079,Bad
126080,Good
126081,Good
126082,Good
126083,Good
126084,Good
126085,Good
126086,Good
126087,Good
126088,Standard
126089,Standard
126090,Standard
126091,Standard
126092,Standard
126093,Standard
126094,Standard
126095,Standard
126096,Bad
126097,Bad
126098,Bad
126099,Bad
126100,Bad
126101,Bad
126102,Bad
126103,Bad
126104,Good
126105,Good
126106,Good
126107,Good
126108,Good
126109,Good
126110,Good
126111,Good
126112,Good
126113,Good
126114,Good
126115,Good
126116,Good
126117,Good
126118,Good
126119,Good
126120,Good
126121,Good
126122,Good
126123,Good
126124,Good
126125,Good
126126,Good
126127,Good
126128,Bad
126129,Bad
126130,Bad
126131,Bad
126132,Bad
126133,Bad
126134,Bad
126135,Bad
126136,Standard
126137,Standard
126138,Standard
126139,Standard
126140,Standard
126141,Standard
126142,Standard
126143,Standard
126144,Good
126145,Good
126146,Good
126147,Good
126148,Good
126149,Good
126150,Good
126151,Good
126152,Bad
126153,Bad
126154,Bad
126155,Bad
126156,Bad
126157,Bad
126158,Bad
126159,Bad
126160,Standard
126161,Standard
126162,Standard
126163,Standard
126164,Standard
126165,Standard
126166,Standard
126167,Standard
126168,Good
126169,Good
126170,Good
126171,Good
126172,Good
126173,Good
126174,Good
126175,Good
126176,Bad
126177,Bad
126178,Bad
126179,Bad
126180,Bad
126181,Bad
126182,Bad
126183,Bad
126184,Good
126185,Good
126186,Good
126187,Good
126188,Good
126189,Good
126190,Good
126191,Good
126192,Good
126193,Good
126194,Good
126195,Good
126196,Good
126197,Good
126198,Good
126199,Good
126200,Standard
126201,Standard
126202,Standard
126203,Standard
126204,Standard
126205,Standard
126206,Standard
126207,Standard
126208,Standard
126209,Standard
126210,Standard
126211,Standard
126212,Standard
126213,Standard
126214,Standard
126215,Standard
126216,Standard
126217,Standard
126218,Standard
126219,Standard
126220,Standard
126221,Standard
126222,Standard
126223,Standard
126224,Bad
126225,Bad
126226,Bad
126227,Bad
126228,Bad
126229,Bad
126230,Bad
126231,Bad
126232,Good
126233,Good
126234,Good
126235,Good
126236,Good
126237,Good
126238,Good
126239,Good
126240,Bad
126241,Bad
126242,Bad
126243,Bad
126244,Bad
126245,Bad
126246,Bad
126247,Bad
126248,Standard
126249,Standard
126250,Standard
126251,Standard
126252,Standard
126253,Standard
126254,Standard
126255,Standard
126256,Standard
126257,Standard
126258,Standard
126259,Standard
126260,Standard
126261,Standard
126262,Standard
126263,Standard
126264,Good
126265,Good
126266,Good
126267,Good
126268,Good
126269,Good
126270,Good
126271,Good
126272,Standard
126273,Standard
126274,Standard
126275,Standard
126276,Standard
126277,Standard
126278,Standard
126279,Standard
126280,Bad
126281,Bad
126282,Bad
126283,Bad
126284,Bad
126285,Bad
126286,Bad
126287,Bad
126288,Standard
126289,Standard
126290,Standard
126291,Standard
126292,Standard
126293,Standard
126294,Standard
126295,Standard
126296,Good
126297,Good
126298,Good
126299,Good
126300,Good
126301,Good
126302,Good
126303,Good
126304,Standard
126305,Standard
126306,Standard
126307,Standard
126308,Standard
126309,Standard
126310,Standard
126311,Standard
126312,Standard
126313,Standard
126314,Standard
126315,Standard
126316,Standard
126317,Standard
126318,Standard
126319,Standard
126320,Good
126321,Good
126322,Good
126323,Good
126324,Good
126325,Good
126326,Good
126327,Good
126328,Standard
126329,Standard
126330,Standard
126331,Standard
126332,Standard
126333,Standard
126334,Standard
126335,Standard
126336,Good
126337,Good
126338,Good
126339,Good
126340,Good
126341,Good
126342,Good
126343,Good
126344,Bad
126345,Bad
126346,Bad
126347,Bad
126348,Bad
126349,Bad
126350,Bad
126351,Bad
126352,Standard
126353,Standard
126354,Standard
126355,Standard
126356,Standard
126357,Standard
126358,Standard
126359,Standard
126360,Standard
126361,Standard
126362,Standard
126363,Standard
126364,Standard
126365,Standard
126366,Standard
126367,Standard
126368,Standard
126369,Standard
126370,Standard
126371,Standard
126372,Standard
126373,Standard
126374,Standard
126375,Standard
126376,Good
126377,Good
126378,Good
126379,Good
126380,Good
126381,Good
126382,Good
126383,Good
126384,Standard
126385,Standard
126386,Standard
126387,Standard
126388,Standard
126389,Standard
126390,Standard
126391,Standard
126392,Good
126393,Good
126394,Good
126395,Good
126396,Good
126397,Good
126398,Good
126399,Good
126400,Bad
126401,Bad
126402,Bad
126403,Bad
126404,Bad
126405,Bad
126406,Bad
126407,Bad
126408,Standard
126409,Standard
126410,Standard
126411,Standard
126412,Standard
126413,Standard
126414,Standard
126415,Standard
126416,Standard
126417,Standard
126418,Standard
126419,Standard
126420,Standard
126421,Standard
126422,Standard
126423,Standard
126424,Good
126425,Good
126426,Good
126427,Good
126428,Good
126429,Good
126430,Good
126431,Good
126432,Standard
126433,Standard
126434,Standard
126435,Standard
126436,Standard
126437,Standard
126438,Standard
126439,Standard
126440,Bad
126441,Bad
126442,Bad
126443,Bad
126444,Bad
126445,Bad
126446,Bad
126447,Bad
126448,Standard
126449,Standard
126450,Standard
126451,Standard
126452,Standard
126453,Standard
126454,Standard
126455,Standard
126456,Standard
126457,Standard
126458,Standard
126459,Standard
126460,Standard
126461,Standard
126462,Standard
126463,Standard
126464,Standard
126465,Standard
126466,Standard
126467,Standard
126468,Standard
126469,Standard
126470,Standard
126471,Standard
126472,Bad
126473,Bad
126474,Bad
126475,Bad
126476,Bad
126477,Bad
126478,Bad
126479,Bad
126480,Bad
126481,Bad
126482,Bad
126483,Bad
126484,Bad
126485,Bad
126486,Bad
126487,Bad
126488,Standard
126489,Standard
126490,Standard
126491,Standard
126492,Standard
126493,Standard
126494,Standard
126495,Standard
126496,Standard
126497,Standard
126498,Standard
126499,Standard
126500,Standard
126501,Standard
126502,Standard
126503,Standard
126504,Standard
126505,Standard
126506,Standard
126507,Standard
126508,Standard
126509,Standard
126510,Standard
126511,Standard
126512,Good
126513,Good
126514,Good
126515,Good
126516,Good
126517,Good
126518,Good
126519,Good
126520,Good
126521,Good
126522,Good
126523,Good
126524,Good
126525,Good
126526,Good
126527,Good
126528,Good
126529,Good
126530,Good
126531,Good
126532,Good
126533,Good
126534,Good
126535,Good
126536,Bad
126537,Bad
126538,Bad
126539,Bad
126540,Bad
126541,Bad
126542,Bad
126543,Bad
126544,Standard
126545,Standard
126546,Standard
126547,Standard
126548,Standard
126549,Standard
126550,Standard
126551,Standard
126552,Standard
126553,Standard
126554,Standard
126555,Standard
126556,Standard
126557,Standard
126558,Standard
126559,Standard
126560,Good
126561,Good
126562,Good
126563,Good
126564,Good
126565,Good
126566,Good
126567,Good
126568,Good
126569,Good
126570,Good
126571,Good
126572,Good
126573,Good
126574,Good
126575,Good
126576,Bad
126577,Bad
126578,Bad
126579,Bad
126580,Bad
126581,Bad
126582,Bad
126583,Bad
126584,Bad
126585,Bad
126586,Bad
126587,Bad
126588,Bad
126589,Bad
126590,Bad
126591,Bad
126592,Good
126593,Good
126594,Good
126595,Good
126596,Good
126597,Good
126598,Good
126599,Good
126600,Standard
126601,Standard
126602,Standard
126603,Standard
126604,Standard
126605,Standard
126606,Standard
126607,Standard
126608,Bad
126609,Bad
126610,Bad
126611,Bad
126612,Bad
126613,Bad
126614,Bad
126615,Bad
126616,Standard
126617,Standard
126618,Standard
126619,Standard
126620,Standard
126621,Standard
126622,Standard
126623,Standard
126624,Standard
126625,Standard
126626,Standard
126627,Standard
126628,Standard
126629,Standard
126630,Standard
126631,Standard
126632,Standard
126633,Standard
126634,Standard
126635,Standard
126636,Standard
126637,Standard
126638,Standard
126639,Standard
126640,Good
126641,Good
126642,Good
126643,Good
126644,Good
126645,Good
126646,Good
126647,Good
126648,Good
126649,Good
126650,Good
126651,Good
126652,Good
126653,Good
126654,Good
126655,Good
126656,Standard
126657,Standard
126658,Standard
126659,Standard
126660,Standard
126661,Standard
126662,Standard
126663,Standard
126664,Good
126665,Good
126666,Good
126667,Good
126668,Good
126669,Good
126670,Good
126671,Good
126672,Standard
126673,Standard
126674,Standard
126675,Standard
126676,Standard
126677,Standard
126678,Standard
126679,Standard
126680,Good
126681,Good
126682,Good
126683,Good
126684,Good
126685,Good
126686,Good
126687,Good
126688,Bad
126689,Bad
126690,Bad
126691,Bad
126692,Bad
126693,Bad
126694,Bad
126695,Bad
126696,Standard
126697,Standard
126698,Standard
126699,Standard
126700,Standard
126701,Standard
126702,Standard
126703,Standard
126704,Bad
126705,Bad
126706,Bad
126707,Bad
126708,Bad
126709,Bad
126710,Bad
126711,Bad
126712,Bad
126713,Bad
126714,Bad
126715,Bad
126716,Bad
126717,Bad
126718,Bad
126719,Bad
126720,Good
126721,Good
126722,Good
126723,Good
126724,Good
126725,Good
126726,Good
126727,Good
126728,Standard
126729,Standard
126730,Standard
126731,Standard
126732,Standard
126733,Standard
126734,Standard
126735,Standard
126736,Bad
126737,Bad
126738,Bad
126739,Bad
126740,Bad
126741,Bad
126742,Bad
126743,Bad
126744,Good
126745,Good
126746,Good
126747,Good
126748,Good
126749,Good
126750,Good
126751,Good
126752,Bad
126753,Bad
126754,Bad
126755,Bad
126756,Bad
126757,Bad
126758,Bad
126759,Bad
126760,Standard
126761,Standard
126762,Standard
126763,Standard
126764,Standard
126765,Standard
126766,Standard
126767,Standard
126768,Standard
126769,Standard
126770,Standard
126771,Standard
126772,Standard
126773,Standard
126774,Standard
126775,Standard
126776,Standard
126777,Standard
126778,Standard
126779,Standard
126780,Standard
126781,Standard
126782,Standard
126783,Standard
126784,Standard
126785,Standard
126786,Standard
126787,Standard
126788,Standard
126789,Standard
126790,Standard
126791,Standard
126792,Standard
126793,Standard
126794,Standard
126795,Standard
126796,Standard
126797,Standard
126798,Standard
126799,Standard
126800,Standard
126801,Standard
126802,Standard
126803,Standard
126804,Standard
126805,Standard
126806,Standard
126807,Standard
126808,Good
126809,Good
126810,Good
126811,Good
126812,Good
126813,Good
126814,Good
126815,Good
126816,Standard
126817,Standard
126818,Standard
126819,Standard
126820,Standard
126821,Standard
126822,Standard
126823,Standard
126824,Standard
126825,Standard
126826,Standard
126827,Standard
126828,Standard
126829,Standard
126830,Standard
126831,Standard
126832,Good
126833,Good
126834,Good
126835,Good
126836,Good
126837,Good
126838,Good
126839,Good
126840,Good
126841,Good
126842,Good
126843,Good
126844,Good
126845,Good
126846,Good
126847,Good
126848,Standard
126849,Standard
126850,Standard
126851,Standard
126852,Standard
126853,Standard
126854,Standard
126855,Standard
126856,Good
126857,Good
126858,Good
126859,Good
126860,Good
126861,Good
126862,Good
126863,Good
126864,Bad
126865,Bad
126866,Bad
126867,Bad
126868,Bad
126869,Bad
126870,Bad
126871,Bad
126872,Standard
126873,Standard
126874,Standard
126875,Standard
126876,Standard
126877,Standard
126878,Standard
126879,Standard
126880,Standard
126881,Standard
126882,Standard
126883,Standard
126884,Standard
126885,Standard
126886,Standard
126887,Standard
126888,Standard
126889,Standard
126890,Standard
126891,Standard
126892,Standard
126893,Standard
126894,Standard
126895,Standard
126896,Good
126897,Good
126898,Good
126899,Good
126900,Good
126901,Good
126902,Good
126903,Good
126904,Standard
126905,Standard
126906,Standard
126907,Standard
126908,Standard
126909,Standard
126910,Standard
126911,Standard
126912,Bad
126913,Bad
126914,Bad
126915,Bad
126916,Bad
126917,Bad
126918,Bad
126919,Bad
126920,Good
126921,Good
126922,Good
126923,Good
126924,Good
126925,Good
126926,Good
126927,Good
126928,Good
126929,Good
126930,Good
126931,Good
126932,Good
126933,Good
126934,Good
126935,Good
126936,Good
126937,Good
126938,Good
126939,Good
126940,Good
126941,Good
126942,Good
126943,Good
126944,Good
126945,Good
126946,Good
126947,Good
126948,Good
126949,Good
126950,Good
126951,Good
126952,Bad
126953,Bad
126954,Bad
126955,Bad
126956,Bad
126957,Bad
126958,Bad
126959,Bad
126960,Good
126961,Good
126962,Good
126963,Good
126964,Good
126965,Good
126966,Good
126967,Good
126968,Good
126969,Good
126970,Good
126971,Good
126972,Good
126973,Good
126974,Good
126975,Good
126976,Standard
126977,Standard
126978,Standard
126979,Standard
126980,Standard
126981,Standard
126982,Standard
126983,Standard
126984,Standard
126985,Standard
126986,Standard
126987,Standard
126988,Standard
126989,Standard
126990,Standard
126991,Standard
126992,Standard
126993,Standard
126994,Standard
126995,Standard
126996,Standard
126997,Standard
126998,Standard
126999,Standard
127000,Standard
127001,Standard
127002,Standard
127003,Standard
127004,Standard
127005,Standard
127006,Standard
127007,Standard
127008,Bad
127009,Bad
127010,Bad
127011,Bad
127012,Bad
127013,Bad
127014,Bad
127015,Bad
127016,Good
127017,Good
127018,Good
127019,Good
127020,Good
127021,Good
127022,Good
127023,Good
127024,Good
127025,Good
127026,Good
127027,Good
127028,Good
127029,Good
127030,Good
127031,Good
127032,Standard
127033,Standard
127034,Standard
127035,Standard
127036,Standard
127037,Standard
127038,Standard
127039,Standard
127040,Standard
127041,Standard
127042,Standard
127043,Standard
127044,Standard
127045,Standard
127046,Standard
127047,Standard
127048,Good
127049,Good
127050,Good
127051,Good
127052,Good
127053,Good
127054,Good
127055,Good
127056,Bad
127057,Bad
127058,Bad
127059,Bad
127060,Bad
127061,Bad
127062,Bad
127063,Bad
127064,Standard
127065,Standard
127066,Standard
127067,Standard
127068,Standard
127069,Standard
127070,Standard
127071,Standard
127072,Good
127073,Good
127074,Good
127075,Good
127076,Good
127077,Good
127078,Good
127079,Good
127080,Good
127081,Good
127082,Good
127083,Good
127084,Good
127085,Good
127086,Good
127087,Good
127088,Standard
127089,Standard
127090,Standard
127091,Standard
127092,Standard
127093,Standard
127094,Standard
127095,Standard
127096,Standard
127097,Standard
127098,Standard
127099,Standard
127100,Standard
127101,Standard
127102,Standard
127103,Standard
127104,Good
127105,Good
127106,Good
127107,Good
127108,Good
127109,Good
127110,Good
127111,Good
127112,Standard
127113,Standard
127114,Standard
127115,Standard
127116,Standard
127117,Standard
127118,Standard
127119,Standard
127120,Standard
127121,Standard
127122,Standard
127123,Standard
127124,Standard
127125,Standard
127126,Standard
127127,Standard
127128,Bad
127129,Bad
127130,Bad
127131,Bad
127132,Bad
127133,Bad
127134,Bad
127135,Bad
127136,Standard
127137,Standard
127138,Standard
127139,Standard
127140,Standard
127141,Standard
127142,Standard
127143,Standard
127144,Standard
127145,Standard
127146,Standard
127147,Standard
127148,Standard
127149,Standard
127150,Standard
127151,Standard
127152,Standard
127153,Standard
127154,Standard
127155,Standard
127156,Standard
127157,Standard
127158,Standard
127159,Standard
127160,Good
127161,Good
127162,Good
127163,Good
127164,Good
127165,Good
127166,Good
127167,Good
127168,Bad
127169,Bad
127170,Bad
127171,Bad
127172,Bad
127173,Bad
127174,Bad
127175,Bad
127176,Standard
127177,Standard
127178,Standard
127179,Standard
127180,Standard
127181,Standard
127182,Standard
127183,Standard
127184,Standard
127185,Standard
127186,Standard
127187,Standard
127188,Standard
127189,Standard
127190,Standard
127191,Standard
127192,Good
127193,Good
127194,Good
127195,Good
127196,Good
127197,Good
127198,Good
127199,Good
127200,Good
127201,Good
127202,Good
127203,Good
127204,Good
127205,Good
127206,Good
127207,Good
127208,Good
127209,Good
127210,Good
127211,Good
127212,Good
127213,Good
127214,Good
127215,Good
127216,Bad
127217,Bad
127218,Bad
127219,Bad
127220,Bad
127221,Bad
127222,Bad
127223,Bad
127224,Standard
127225,Standard
127226,Standard
127227,Standard
127228,Standard
127229,Standard
127230,Standard
127231,Standard
