,Changed_Credit_Limit
144076,14.07
144077,14.07
144078,13.07
144079,14.07
144080,4.0
144081,4.0
144082,4.0
144083,4.0
144084,4.0
144085,4.0
144086,4.0
144087,4.0
144088,4.67
144089,4.67
144090,4.67
144091,4.67
144092,4.67
144093,4.67
144094,4.67
144095,4.67
144096,19.38
144097,12.38
144098,12.38
144099,12.38
144100,12.38
144101,12.38
144102,9.38
144103,12.38
144104,11.9
144105,11.9
144106,14.9
144107,9.9
144108,11.9
144109,11.9
144110,11.9
144111,11.9
144112,5.64
144113,5.64
144114,5.64
144115,5.64
144116,5.64
144117,5.64
144118,5.64
144119,5.64
144120,18.66
144121,18.66
144122,18.66
144123,18.66
144124,18.66
144125,18.66
144126,18.66
144127,18.66
144128,9.42
144129,9.42
144130,9.42
144131,9.42
144132,9.42
144133,9.42
144134,9.42
144135,9.42
144136,12.19
144137,18.19
144138,12.19
144139,12.19
144140,12.19
144141,19.19
144142,12.19
144143,12.19
144144,8.3
144145,8.3
144146,8.3
144147,8.3
144148,8.3
144149,8.3
144150,8.3
144151,14.3
144152,9.44
144153,9.44
144154,9.44
144155,9.44
144156,9.44
144157,9.44
144158,9.44
144159,9.44
144160,2.45
144161,8.45
144162,8.45
144163,8.45
144164,8.45
144165,8.45
144166,8.45
144167,8.45
144168,1.76
144169,1.76
144170,1.76
144171,1.76
144172,2.76
144173,8.76
144174,1.76
144175,0.76
144176,0.51
144177,2.51
144178,2.51
144179,0.51
144180,0.51
144181,0.51
144182,0.51
144183,0.51
144184,0.54
144185,0.54
144186,6.54
144187,3.54
144188,0.54
144189,0.54
144190,0.54
144191,0.54
144192,22.52
144193,22.52
144194,22.52
144195,22.52
144196,22.52
144197,22.52
144198,22.52
144199,22.52
144200,10.85
144201,10.85
144202,10.85
144203,10.85
144204,10.85
144205,10.85
144206,10.85
144207,10.85
144208,17.81
144209,17.81
144210,17.81
144211,17.81
144212,17.81
144213,17.81
144214,17.81
144215,17.81
144216,15.28
144217,15.28
144218,15.28
144219,15.28
144220,15.28
144221,15.28
144222,15.28
144223,10.28
144224,14.2
144225,14.2
144226,14.2
144227,14.2
144228,14.2
144229,14.2
144230,14.2
144231,14.2
144232,1.3
144233,6.3
144234,0.3
144235,6.3
144236,6.3
144237,6.3
144238,6.3
144239,6.3
144240,6.05
144241,6.05
144242,6.05
144243,6.05
144244,6.05
144245,2.05
144246,6.05
144247,6.05
144248,8.52
144249,8.52
144250,8.52
144251,8.52
144252,8.52
144253,8.52
144254,8.52
144255,8.52
144256,18.45
144257,18.45
144258,18.45
144259,15.45
144260,23.45
144261,23.45
144262,18.45
144263,18.45
144264,2.82
144265,2.82
144266,2.82
144267,2.82
144268,2.82
144269,2.82
144270,2.82
144271,2.82
144272,10.9
144273,10.9
144274,10.9
144275,14.9
144276,10.9
144277,10.9
144278,10.9
144279,10.9
144280,7.38
144281,7.38
144282,7.38
144283,7.38
144284,7.38
144285,7.38
144286,4.38
144287,7.38
144288,3.13
144289,3.13
144290,3.13
144291,3.13
144292,3.13
144293,3.13
144294,3.13
144295,3.13
144296,4.48
144297,4.48
144298,4.48
144299,4.48
144300,6.48
144301,4.48
144302,4.48
144303,4.48
144304,3.68
144305,3.68
144306,3.68
144307,6.68
144308,0.68
144309,3.68
144310,3.68
144311,3.68
144312,18.31
144313,21.31
144314,18.31
144315,18.31
144316,25.31
144317,18.31
144318,18.31
144319,18.31
144320,13.11
144321,13.11
144322,9.11
144323,13.11
144324,20.11
144325,11.11
144326,13.11
144327,13.11
144328,8.47
144329,8.47
144330,8.47
144331,8.47
144332,8.47
144333,8.47
144334,8.47
144335,8.47
144336,4.61
144337,4.61
144338,4.61
144339,4.61
144340,4.61
144341,4.61
144342,4.61
144343,4.61
144344,8.4
144345,8.4
144346,8.4
144347,8.4
144348,7.4
144349,8.4
144350,13.4
144351,8.4
144352,3.93
144353,3.93
144354,3.93
144355,3.93
144356,3.93
144357,3.93
144358,3.93
144359,3.93
144360,5.29
144361,5.29
144362,5.29
144363,5.29
144364,5.29
144365,5.29
144366,5.29
144367,4.29
144368,8.3
144369,8.3
144370,8.3
144371,8.3
144372,8.3
144373,8.3
144374,8.3
144375,8.3
144376,18.67
144377,19.67
144378,19.67
144379,19.67
144380,19.67
144381,14.67
144382,19.67
144383,19.67
144384,14.92
144385,12.92
144386,16.92
144387,12.92
144388,20.92
144389,14.92
144390,14.92
144391,14.92
144392,5.5
144393,6.5
144394,1.5
144395,6.5
144396,6.5
144397,6.5
144398,13.5
144399,2.5
144400,11.75
144401,11.75
144402,11.75
144403,11.75
144404,11.75
144405,11.75
144406,8.75
144407,11.75
144408,0.98
144409,4.98
144410,4.98
144411,4.98
144412,6.98
144413,4.98
144414,8.98
144415,4.98
144416,3.61
144417,3.61
144418,3.61
144419,3.61
144420,3.61
144421,3.61
144422,3.61
144423,3.61
144424,16.15
144425,9.15
144426,16.15
144427,16.15
144428,16.15
144429,16.15
144430,16.15
144431,16.15
144432,1.02
144433,1.02
144434,1.02
144435,1.02
144436,1.02
144437,1.02
144438,1.02
144439,1.02
144440,18.42
144441,18.42
144442,13.42
144443,18.42
144444,18.42
144445,13.42
144446,18.42
144447,18.42
144448,12.48
144449,18.48
144450,9.48
144451,12.48
144452,12.48
144453,12.48
144454,15.48
144455,12.48
144456,7.57
144457,7.57
144458,7.57
144459,7.57
144460,7.57
144461,7.57
144462,7.57
144463,7.57
144464,6.64
144465,6.64
144466,6.64
144467,6.64
144468,6.64
144469,6.64
144470,6.64
144471,6.64
144472,7.66
144473,7.66
144474,7.66
144475,7.66
144476,7.66
144477,7.66
144478,7.66
144479,7.66
144480,10.35
144481,4.35
144482,12.35
144483,10.35
144484,10.35
144485,10.35
144486,16.35
144487,10.35
144488,14.5
144489,14.5
144490,14.5
144491,14.5
144492,14.5
144493,14.5
144494,14.5
144495,14.5
144496,8.12
144497,1.12
144498,1.12
144499,1.12
144500,1.12
144501,0.12
144502,0.12
144503,1.12
144504,19.9
144505,19.9
144506,19.9
144507,19.9
144508,19.9
144509,19.9
144510,19.9
144511,19.9
144512,0.88
144513,0.88
144514,0.88
144515,0.88
144516,0.88
144517,0.88
144518,0.88
144519,0.88
144520,17.27
144521,17.27
144522,17.27
144523,17.27
144524,17.27
144525,17.27
144526,17.27
144527,17.27
144528,11.57
144529,9.57
144530,15.57
144531,16.57
144532,16.57
144533,16.57
144534,16.57
144535,16.57
144536,1.66
144537,0.66
144538,1.66
144539,1.66
144540,1.66
144541,1.66
144542,1.66
144543,1.66
144544,18.43
144545,18.43
144546,18.43
144547,18.43
144548,18.43
144549,18.43
144550,18.43
144551,18.43
144552,13.83
144553,13.83
144554,13.83
144555,8.83
144556,13.83
144557,13.83
144558,13.83
144559,13.83
144560,26.28
144561,26.28
144562,26.28
144563,26.28
144564,26.28
144565,26.28
144566,20.28
144567,26.28
144568,15.42
144569,15.42
144570,15.42
144571,15.42
144572,15.42
144573,15.42
144574,15.42
144575,15.42
144576,17.78
144577,17.78
144578,17.78
144579,17.78
144580,11.78
144581,17.78
144582,17.78
144583,17.78
144584,0.96
144585,0.96
144586,0.96
144587,0.96
144588,0.96
144589,0.96
144590,0.96
144591,0.96
144592,22.73
144593,22.73
144594,22.73
144595,22.73
144596,22.73
144597,22.73
144598,22.73
144599,22.73
144600,11.5
144601,5.5
144602,4.5
144603,11.5
144604,11.5
144605,11.5
144606,17.5
144607,11.5
144608,7.76
144609,7.76
144610,7.76
144611,7.76
144612,7.76
144613,7.76
144614,4.76
144615,7.76
144616,14.26
144617,14.26
144618,14.26
144619,14.26
144620,14.26
144621,14.26
144622,14.26
144623,14.26
144624,9.51
144625,9.51
144626,9.51
144627,9.51
144628,9.51
144629,9.51
144630,9.51
144631,9.51
144632,8.04
144633,4.04
144634,8.04
144635,8.04
144636,8.04
144637,8.04
144638,8.04
144639,8.04
144640,12.28
144641,12.28
144642,12.28
144643,9.28
144644,12.28
144645,12.28
144646,12.28
144647,12.28
144648,9.05
144649,9.05
144650,9.05
144651,9.05
144652,9.05
144653,9.05
144654,9.05
144655,9.05
144656,4.41
144657,4.41
144658,4.41
144659,4.41
144660,4.41
144661,4.41
144662,4.41
144663,4.41
144664,9.57
144665,9.57
144666,9.57
144667,9.57
144668,9.57
144669,9.57
144670,9.57
144671,9.57
144672,6.75
144673,6.75
144674,6.75
144675,6.75
144676,6.75
144677,6.75
144678,6.75
144679,6.75
144680,4.13
144681,4.13
144682,4.13
144683,4.13
144684,4.13
144685,4.13
144686,4.13
144687,4.13
144688,23.14
144689,21.14
144690,21.14
144691,21.14
144692,21.14
144693,21.14
144694,21.14
144695,21.14
144696,4.39
144697,4.39
144698,4.39
144699,4.39
144700,4.39
144701,4.39
144702,4.39
144703,4.39
144704,19.16
144705,12.16
144706,17.16
144707,19.16
144708,19.16
144709,19.16
144710,19.16
144711,19.16
144712,1.33
144713,1.33
144714,1.33
144715,1.33
144716,1.33
144717,0.33
144718,1.33
144719,1.33
144720,8.08
144721,8.08
144722,8.08
144723,8.08
144724,8.08
144725,8.08
144726,8.08
144727,8.08
144728,3.86
144729,3.86
144730,3.86
144731,3.86
144732,3.86
144733,3.86
144734,3.86
144735,3.86
144736,4.5
144737,4.5
144738,4.5
144739,4.5
144740,4.5
144741,4.5
144742,4.5
144743,4.5
144744,6.25
144745,6.25
144746,6.25
144747,6.25
144748,6.25
144749,6.25
144750,6.25
144751,6.25
144752,1.32
144753,1.32
144754,1.32
144755,1.32
144756,1.32
144757,1.32
144758,1.32
144759,1.32
144760,6.96
144761,6.96
144762,6.96
144763,6.96
144764,6.96
144765,6.96
144766,13.96
144767,6.96
144768,12.71
144769,12.71
144770,15.71
144771,9.71
144772,12.71
144773,13.71
144774,12.71
144775,12.71
144776,3.25
144777,3.25
144778,3.25
144779,3.25
144780,3.25
144781,3.25
144782,3.25
144783,3.25
144784,7.75
144785,7.75
144786,7.75
144787,7.75
144788,7.75
144789,7.75
144790,7.75
144791,7.75
144792,4.28
144793,10.28
144794,3.28
144795,4.28
144796,4.28
144797,4.28
144798,4.28
144799,5.28
144800,8.01
144801,3.01
144802,3.01
144803,3.01
144804,3.01
144805,3.01
144806,9.01
144807,3.01
144808,9.85
144809,9.85
144810,9.85
144811,9.85
144812,9.85
144813,2.85
144814,9.85
144815,9.85
144816,11.41
144817,11.41
144818,11.41
144819,11.41
144820,11.41
144821,16.41
144822,11.41
144823,7.41
144824,9.48
144825,9.48
144826,9.48
144827,9.48
144828,9.48
144829,9.48
144830,9.48
144831,9.48
144832,7.55
144833,7.55
144834,7.55
144835,12.55
144836,7.55
144837,7.55
144838,8.55
144839,7.55
144840,16.21
144841,16.21
144842,16.21
144843,16.21
144844,16.21
144845,16.21
144846,16.21
144847,16.21
144848,12.17
144849,12.17
144850,12.17
144851,12.17
144852,12.17
144853,12.17
144854,12.17
144855,12.17
144856,11.6
144857,11.6
144858,11.6
144859,11.6
144860,11.6
144861,11.6
144862,11.6
144863,11.6
144864,18.02
144865,18.02
144866,18.02
144867,18.02
144868,18.02
144869,18.02
144870,18.02
144871,18.02
144872,19.21
144873,24.21
144874,19.21
144875,19.21
144876,19.21
144877,19.21
144878,19.21
144879,19.21
144880,18.2
144881,18.2
144882,18.2
144883,18.2
144884,18.2
144885,18.2
144886,18.2
144887,18.2
144888,13.99
144889,6.99
144890,13.99
144891,13.99
144892,19.99
144893,13.99
144894,13.99
144895,13.99
144896,7.35
144897,7.35
144898,7.35
144899,7.35
144900,7.35
144901,7.35
144902,7.35
144903,7.35
144904,14.83
144905,14.83
144906,14.83
144907,14.83
144908,17.83
144909,14.83
144910,14.83
144911,14.83
144912,5.07
144913,5.07
144914,5.07
144915,5.07
144916,5.07
144917,5.07
144918,5.07
144919,5.07
144920,1.36
144921,1.36
144922,1.36
144923,1.36
144924,1.36
144925,1.36
144926,1.36
144927,1.36
144928,10.87
144929,10.87
144930,10.87
144931,10.87
144932,10.87
144933,10.87
144934,10.87
144935,10.87
144936,9.85
144937,17.85
144938,11.85
144939,11.85
144940,18.85
144941,11.85
144942,11.85
144943,11.85
144944,1.29
144945,1.29
144946,1.29
144947,1.29
144948,1.29
144949,1.29
144950,1.29
144951,1.29
144952,11.95
144953,11.95
144954,11.95
144955,11.95
144956,11.95
144957,11.95
144958,11.95
144959,11.95
144960,8.95
144961,8.95
144962,8.95
144963,8.95
144964,8.95
144965,8.95
144966,8.95
144967,8.95
144968,6.83
144969,7.83
144970,7.83
144971,7.83
144972,7.83
144973,7.83
144974,0.83
144975,7.83
144976,5.43
144977,5.43
144978,5.43
144979,5.43
144980,5.43
144981,5.43
144982,9.43
144983,5.43
144984,2.89
144985,2.89
144986,2.89
144987,2.89
144988,2.89
144989,2.89
144990,2.89
144991,2.89
144992,18.2
144993,18.2
144994,18.2
144995,18.2
144996,18.2
144997,18.2
144998,18.2
144999,18.2
145000,3.14
145001,3.14
145002,3.14
145003,3.14
145004,3.14
145005,3.14
145006,3.14
145007,3.14
145008,6.59
145009,6.59
145010,6.59
145011,6.59
145012,2.59
145013,6.59
145014,6.59
145015,6.59
145016,5.52
145017,5.52
145018,5.52
145019,5.52
145020,5.52
145021,5.52
145022,5.52
145023,5.52
145024,12.5
145025,11.5
145026,11.5
145027,11.5
145028,11.5
145029,11.5
145030,11.5
145031,14.5
145032,7.98
145033,7.98
145034,7.98
145035,7.98
145036,7.98
145037,10.98
145038,7.98
145039,7.98
145040,1.27
145041,1.27
145042,1.27
145043,1.27
145044,1.27
145045,1.27
145046,1.27
145047,1.27
145048,2.45
145049,2.45
145050,2.45
145051,2.45
145052,2.45
145053,2.45
145054,4.45
145055,2.45
145056,11.59
145057,11.59
145058,11.59
145059,11.59
145060,11.59
145061,11.59
145062,11.59
145063,11.59
145064,12.86
145065,7.86
145066,7.86
145067,7.86
145068,7.86
145069,7.86
145070,7.86
145071,0.86
145072,16.46
145073,16.46
145074,16.46
145075,16.46
145076,16.46
145077,16.46
145078,16.46
145079,16.46
145080,24.17
145081,24.17
145082,24.17
145083,24.17
145084,24.17
145085,24.17
145086,24.17
145087,24.17
145088,6.32
145089,6.32
145090,6.32
145091,6.32
145092,0.32
145093,6.32
145094,6.32
145095,6.32
145096,8.99
145097,8.99
145098,8.99
145099,8.99
145100,8.99
145101,8.99
145102,8.99
145103,8.99
145104,7.61
145105,7.61
145106,7.61
145107,7.61
145108,9.61
145109,7.61
145110,3.61
145111,7.61
145112,11.89
145113,11.89
145114,11.89
145115,11.89
145116,11.89
145117,11.89
145118,11.89
145119,11.89
145120,3.75
145121,3.75
145122,3.75
145123,3.75
145124,3.75
145125,8.75
145126,3.75
145127,10.75
145128,11.8
145129,11.8
145130,11.8
145131,11.8
145132,11.8
145133,10.8
145134,11.8
145135,11.8
145136,25.77
145137,21.77
145138,21.77
145139,21.77
145140,21.77
145141,21.77
145142,21.77
145143,21.77
145144,7.2
145145,7.2
145146,7.2
145147,7.2
145148,7.2
145149,7.2
145150,7.2
145151,7.2
145152,13.15
145153,13.15
145154,13.15
145155,13.15
145156,13.15
145157,17.15
145158,13.15
145159,13.15
145160,4.73
145161,4.73
145162,5.73
145163,4.73
145164,4.73
145165,4.73
145166,4.73
145167,4.73
145168,1.63
145169,1.63
145170,1.63
145171,1.63
145172,1.63
145173,1.63
145174,1.63
145175,1.63
145176,19.22
145177,14.22
145178,19.22
145179,19.22
145180,20.22
145181,19.22
145182,19.22
145183,19.22
145184,7.21
145185,7.21
145186,7.21
145187,7.21
145188,7.21
145189,7.21
145190,7.21
145191,7.21
145192,8.87
145193,8.87
145194,9.87
145195,8.87
145196,8.87
145197,8.87
145198,8.87
145199,11.87
145200,7.45
145201,7.45
145202,7.45
145203,7.45
145204,7.45
145205,7.45
145206,7.45
145207,7.45
145208,16.56
145209,16.56
145210,16.56
145211,16.56
145212,16.56
145213,16.56
145214,16.56
145215,16.56
145216,1.33
145217,1.33
145218,1.33
145219,1.33
145220,1.33
145221,1.33
145222,1.33
145223,1.33
145224,17.0
145225,17.0
145226,17.0
145227,17.0
145228,17.0
145229,17.0
145230,18.0
145231,17.0
145232,7.09
145233,7.09
145234,7.09
145235,7.09
145236,2.09
145237,7.09
145238,2.09
145239,7.09
145240,1.23
145241,14.23
145242,8.23
145243,8.23
145244,8.23
145245,8.23
145246,8.23
145247,8.23
145248,23.21
145249,23.21
145250,23.21
145251,23.21
145252,23.21
145253,23.21
145254,23.21
145255,23.21
145256,11.56
145257,11.56
145258,11.56
145259,11.56
145260,11.56
145261,11.56
145262,11.56
145263,11.56
145264,9.8
145265,9.8
145266,11.8
145267,9.8
145268,9.8
145269,9.8
145270,9.8
145271,9.8
145272,8.14
145273,8.14
145274,8.14
145275,4.14
145276,14.14
145277,5.14
145278,8.14
145279,8.14
145280,26.0
145281,26.0
145282,26.0
145283,26.0
145284,26.0
145285,26.0
145286,26.0
145287,26.0
145288,28.23
145289,28.23
145290,28.23
145291,28.23
145292,23.23
145293,28.23
145294,28.23
145295,28.23
145296,5.28
145297,7.28
145298,7.28
145299,7.28
145300,14.28
145301,12.28
145302,0.28
145303,7.28
145304,12.9
145305,12.9
145306,12.9
145307,12.9
145308,12.9
145309,12.9
145310,12.9
145311,12.9
145312,8.07
145313,8.07
145314,8.07
145315,8.07
145316,6.07
145317,8.07
145318,8.07
145319,8.07
145320,11.9
145321,11.9
145322,11.9
145323,7.9
145324,14.9
145325,13.9
145326,11.9
145327,11.9
145328,2.47
145329,2.47
145330,2.47
145331,2.47
145332,2.47
145333,2.47
145334,2.47
145335,2.47
145336,6.97
145337,11.97
145338,11.97
145339,17.97
145340,8.97
145341,11.97
145342,11.97
145343,18.97
145344,15.1
145345,15.1
145346,15.1
145347,15.1
145348,15.1
145349,15.1
145350,15.1
145351,10.1
145352,10.47
145353,10.47
145354,10.47
145355,10.47
145356,10.47
145357,10.47
145358,10.47
145359,10.47
145360,8.28
145361,14.28
145362,8.28
145363,8.28
145364,8.28
145365,8.28
145366,8.28
145367,8.28
145368,10.53
145369,10.53
145370,3.53
145371,10.53
145372,10.53
145373,10.53
145374,10.53
145375,10.53
145376,16.11
145377,16.11
145378,16.11
145379,16.11
145380,16.11
145381,16.11
145382,16.11
145383,16.11
145384,19.95
145385,19.95
145386,19.95
145387,19.95
145388,19.95
145389,26.95
145390,19.95
145391,19.95
145392,16.0
145393,16.0
145394,16.0
145395,16.0
145396,16.0
145397,16.0
145398,16.0
145399,16.0
145400,3.6
145401,3.6
145402,3.6
145403,3.6
145404,3.6
145405,3.6
145406,3.6
145407,3.6
145408,1.55
145409,1.55
145410,1.55
145411,1.55
145412,1.55
145413,1.55
145414,1.55
145415,1.55
145416,5.45
145417,10.45
145418,5.45
145419,5.45
145420,5.45
145421,5.45
145422,5.45
145423,5.45
145424,17.44
145425,17.44
145426,17.44
145427,17.44
145428,11.44
145429,17.44
145430,17.44
145431,17.44
145432,8.95
145433,8.95
145434,8.95
145435,8.95
145436,1.95
145437,8.95
145438,8.95
145439,8.95
145440,5.74
145441,5.74
145442,5.74
145443,5.74
145444,5.74
145445,5.74
145446,5.74
145447,5.74
145448,22.75
145449,22.75
145450,24.75
145451,26.75
145452,22.75
145453,22.75
145454,22.75
145455,22.75
145456,9.15
145457,9.15
145458,9.15
145459,9.15
145460,9.15
145461,9.15
145462,9.15
145463,9.15
145464,2.81
145465,2.81
145466,2.81
145467,2.81
145468,2.81
145469,2.81
145470,2.81
145471,2.81
145472,12.33
145473,12.33
145474,12.33
145475,12.33
145476,12.33
145477,12.33
145478,12.33
145479,12.33
145480,18.91
145481,18.91
145482,18.91
145483,18.91
145484,18.91
145485,18.91
145486,18.91
145487,24.91
145488,6.84
145489,2.84
145490,6.84
145491,11.84
145492,12.84
145493,8.84
145494,6.84
145495,6.84
145496,17.0
145497,17.0
145498,14.0
145499,11.0
145500,17.0
145501,17.0
145502,10.0
145503,17.0
145504,7.91
145505,7.91
145506,7.91
145507,7.91
145508,7.91
145509,4.91
145510,14.91
145511,7.91
145512,25.44
145513,18.44
145514,21.44
145515,32.44
145516,25.44
145517,31.44
145518,25.44
145519,25.44
145520,2.55
145521,2.55
145522,2.55
145523,2.55
145524,2.55
145525,2.55
145526,2.55
145527,2.55
145528,11.2
145529,11.2
145530,11.2
145531,11.2
145532,11.2
145533,11.2
145534,11.2
145535,18.2
145536,34.86
145537,27.86
145538,27.86
145539,27.86
145540,27.86
145541,27.86
145542,27.86
145543,27.86
145544,16.62
145545,9.62
145546,16.62
145547,16.62
145548,16.62
145549,16.62
145550,16.62
145551,17.62
145552,9.13
145553,9.13
145554,9.13
145555,9.13
145556,9.13
145557,9.13
145558,9.13
145559,9.13
145560,8.17
145561,8.17
145562,8.17
145563,8.17
145564,8.17
145565,8.17
145566,8.17
145567,8.17
145568,11.92
145569,11.92
145570,11.92
145571,11.92
145572,11.92
145573,11.92
145574,11.92
145575,11.92
145576,19.7
145577,19.7
145578,19.7
145579,19.7
145580,19.7
145581,19.7
145582,19.7
145583,19.7
145584,29.49
145585,29.49
145586,25.49
145587,29.49
145588,29.49
145589,25.49
145590,23.49
145591,29.49
145592,9.01
145593,8.01
145594,10.01
145595,8.01
145596,8.01
145597,8.01
145598,8.01
145599,8.01
145600,14.54
145601,9.54
145602,9.54
145603,10.54
145604,9.54
145605,9.54
145606,9.54
145607,9.54
145608,9.75
145609,9.75
145610,9.75
145611,9.75
145612,9.75
145613,9.75
145614,9.75
145615,9.75
145616,23.5
145617,18.5
145618,18.5
145619,14.5
145620,18.5
145621,18.5
145622,23.5
145623,18.5
145624,8.75
145625,8.75
145626,8.75
145627,8.75
145628,8.75
145629,8.75
145630,8.75
145631,8.75
145632,3.01
145633,3.01
145634,3.01
145635,3.01
145636,3.01
145637,3.01
145638,3.01
145639,3.01
145640,14.39
145641,14.39
145642,8.39
145643,10.39
145644,14.39
145645,20.39
145646,14.39
145647,14.39
145648,2.7
145649,2.7
145650,2.7
145651,2.7
145652,2.7
145653,2.7
145654,2.7
145655,2.7
145656,14.0
145657,15.0
145658,15.0
145659,15.0
145660,9.0
145661,15.0
145662,15.0
145663,15.0
145664,0.78
145665,0.78
145666,0.78
145667,0.78
145668,0.78
145669,0.78
145670,0.78
145671,0.78
145672,13.76
145673,13.76
145674,13.76
145675,13.76
145676,13.76
145677,13.76
145678,13.76
145679,13.76
145680,7.19
145681,7.19
145682,7.19
145683,7.19
145684,1.19
145685,7.19
145686,3.19
145687,7.19
145688,7.6
145689,10.6
145690,7.6
145691,13.6
145692,7.6
145693,7.6
145694,9.6
145695,7.6
145696,4.06
145697,4.06
145698,4.06
145699,4.06
145700,4.06
145701,4.06
145702,4.06
145703,4.06
145704,18.04
145705,18.04
145706,18.04
145707,18.04
145708,18.04
145709,18.04
145710,18.04
145711,18.04
145712,6.11
145713,9.11
145714,6.11
145715,6.11
145716,6.11
145717,6.11
145718,7.11
145719,6.11
145720,7.83
145721,7.83
145722,7.83
145723,7.83
145724,7.83
145725,7.83
145726,7.83
145727,7.83
145728,11.83
145729,11.83
145730,11.83
145731,11.83
145732,11.83
145733,11.83
145734,11.83
145735,9.83
145736,8.4
145737,8.4
145738,8.4
145739,8.4
145740,10.4
145741,8.4
145742,8.4
145743,8.4
145744,3.15
145745,3.15
145746,3.15
145747,3.15
145748,3.15
145749,9.15
145750,3.15
145751,3.15
145752,17.91
145753,17.91
145754,17.91
145755,17.91
145756,17.91
145757,17.91
145758,17.91
145759,17.91
145760,14.18
145761,14.18
145762,14.18
145763,12.18
145764,14.18
145765,14.18
145766,14.18
145767,14.18
145768,12.3
145769,10.3
145770,10.3
145771,10.3
145772,10.3
145773,10.3
145774,10.3
145775,17.3
145776,18.9
145777,18.9
145778,18.9
145779,18.9
145780,18.9
145781,18.9
145782,18.9
145783,18.9
145784,16.74
145785,7.74
145786,9.74
145787,9.74
145788,9.74
145789,9.74
145790,9.74
145791,9.74
145792,23.11
145793,24.11
145794,24.11
145795,20.11
145796,24.11
145797,31.11
145798,24.11
145799,24.11
145800,22.22
145801,22.22
145802,15.22
145803,22.22
145804,22.22
145805,22.22
145806,24.22
145807,22.22
145808,9.48
145809,9.48
145810,9.48
145811,9.48
145812,9.48
145813,9.48
145814,9.48
145815,9.48
145816,29.4
145817,29.4
145818,29.4
145819,31.4
145820,33.4
145821,35.4
145822,29.4
145823,29.4
145824,3.43
145825,3.43
145826,3.43
145827,3.43
145828,3.43
145829,3.43
145830,3.43
145831,3.43
145832,7.56
145833,10.56
145834,10.56
145835,10.56
145836,10.56
145837,10.56
145838,10.56
145839,10.56
145840,8.3
145841,8.3
145842,7.3
145843,5.3
145844,8.3
145845,8.3
145846,8.3
145847,8.3
145848,11.07
145849,11.07
145850,11.07
145851,11.07
145852,11.07
145853,11.07
145854,11.07
145855,11.07
145856,10.67
145857,10.67
145858,10.67
145859,3.67
145860,7.67
145861,10.67
145862,7.67
145863,10.67
145864,8.56
145865,3.56
145866,8.56
145867,8.56
145868,8.56
145869,8.56
145870,8.56
145871,8.56
145872,18.93
145873,18.93
145874,18.93
145875,11.93
145876,17.93
145877,15.93
145878,18.93
145879,18.93
145880,3.36
145881,3.36
145882,3.36
145883,3.36
145884,3.36
145885,3.36
145886,3.36
145887,3.36
145888,16.93
145889,16.93
145890,20.93
145891,15.93
145892,16.93
145893,16.93
145894,16.93
145895,16.93
145896,20.48
145897,20.48
145898,20.48
145899,20.48
145900,20.48
145901,20.48
145902,20.48
145903,20.48
145904,3.89
145905,3.89
145906,3.89
145907,3.89
145908,3.89
145909,3.89
145910,3.89
145911,3.89
145912,13.75
145913,13.75
145914,13.75
145915,13.75
145916,13.75
145917,13.75
145918,13.75
145919,13.75
145920,11.25
145921,11.25
145922,11.25
145923,11.25
145924,11.25
145925,11.25
145926,8.25
145927,12.25
145928,4.91
145929,4.91
145930,4.91
145931,4.91
145932,4.91
145933,1.91
145934,4.91
145935,4.91
145936,11.78
145937,14.78
145938,10.78
145939,10.78
145940,10.78
145941,10.78
145942,10.78
145943,10.78
145944,19.48
145945,19.48
145946,19.48
145947,19.48
145948,19.48
145949,19.48
145950,15.48
145951,19.48
145952,11.3
145953,11.3
145954,11.3
145955,11.3
145956,11.3
145957,11.3
145958,11.3
145959,11.3
145960,13.2
145961,13.2
145962,13.2
145963,13.2
145964,13.2
145965,12.2
145966,14.2
145967,13.2
145968,3.5
145969,3.5
145970,3.5
145971,3.5
145972,3.5
145973,3.5
145974,3.5
145975,3.5
145976,9.09
145977,9.09
145978,9.09
145979,9.09
145980,9.09
145981,9.09
145982,9.09
145983,9.09
145984,3.94
145985,6.94
145986,6.94
145987,6.94
145988,6.94
145989,6.94
145990,6.94
145991,6.94
145992,2.03
145993,2.03
145994,2.03
145995,2.03
145996,6.03
145997,2.03
145998,2.03
145999,2.03
146000,19.95
146001,19.95
146002,19.95
146003,19.95
146004,19.95
146005,19.95
146006,19.95
146007,19.95
146008,12.33
146009,13.33
146010,13.33
146011,7.33
146012,13.33
146013,7.33
146014,17.33
146015,13.33
146016,29.74
146017,26.74
146018,29.74
146019,29.74
146020,29.74
146021,29.74
146022,29.74
146023,33.74
146024,16.21
146025,16.21
146026,16.21
146027,16.21
146028,16.21
146029,16.21
146030,16.21
146031,16.21
146032,19.31
146033,19.31
146034,19.31
146035,19.31
146036,14.31
146037,19.31
146038,21.31
146039,19.31
146040,7.62
146041,7.62
146042,11.62
146043,3.62
146044,7.62
146045,7.62
146046,7.62
146047,7.62
146048,25.33
146049,25.33
146050,25.33
146051,31.33
146052,25.33
146053,25.33
146054,25.33
146055,25.33
146056,11.11
146057,11.11
146058,11.11
146059,11.11
146060,11.11
146061,11.11
146062,11.11
146063,11.11
146064,8.86
146065,10.86
146066,8.86
146067,8.86
146068,8.86
146069,8.86
146070,8.86
146071,8.86
146072,27.61
146073,27.61
