,Outstanding_Debt
132971,660.26
132972,660.26
132973,660.26
132974,660.26
132975,660.26
132976,1632.9
132977,1632.9
132978,1632.9
132979,1632.9
132980,1632.9
132981,1632.9
132982,1632.9
132983,1632.9
132984,794.29
132985,794.29
132986,794.29
132987,794.29
132988,794.29
132989,794.29
132990,794.29
132991,794.29
132992,1194.38
132993,1194.38
132994,1194.38
132995,1194.38
132996,1194.38
132997,1194.38
132998,1194.38
132999,1194.38
133000,1316.91
133001,1316.91
133002,1316.91
133003,1316.91
133004,1316.91
133005,1316.91
133006,1316.91
133007,1316.91
133008,514.34
133009,514.34
133010,514.34
133011,514.34
133012,514.34
133013,514.34
133014,514.34
133015,514.34
133016,1673.31
133017,1673.31
133018,1673.31
133019,1673.31
133020,1673.31
133021,1673.31
133022,1673.31
133023,1673.31
133024,1901.62
133025,1901.62
133026,1901.62
133027,1901.62
133028,1901.62
133029,1901.62
133030,1901.62
133031,1901.62
133032,2083.5
133033,2083.5
133034,2083.5
133035,2083.5
133036,2083.5
133037,2083.5
133038,2083.5
133039,2083.5
133040,472.29
133041,472.29
133042,472.29
133043,472.29
133044,472.29
133045,472.29
133046,472.29
133047,472.29
133048,1600.28
133049,1600.28
133050,1600.28
133051,1600.28
133052,1600.28
133053,1600.28
133054,1600.28
133055,1600.28
133056,449.04
133057,449.04
133058,449.04
133059,449.04
133060,449.04
133061,449.04
133062,449.04
133063,449.04
133064,2979.78
133065,2979.78
133066,2979.78
133067,2979.78
133068,2979.78
133069,2979.78
133070,2979.78
133071,2979.78
133072,2461.73
133073,2461.73
133074,2461.73
133075,2461.73
133076,2461.73
133077,2461.73
133078,2461.73
133079,2461.73
133080,3120.15
133081,3120.15
133082,3120.15
133083,3120.15
133084,3120.15
133085,3120.15
133086,3120.15
133087,3120.15
133088,923.5
133089,923.5
133090,923.5
133091,923.5
133092,923.5
133093,923.5
133094,923.5
133095,923.5
133096,3238.58
133097,3238.58
133098,3238.58
133099,3238.58
133100,3238.58
133101,3238.58
133102,3238.58
133103,3238.58
133104,2598.17
133105,2598.17
133106,2598.17
133107,2598.17
133108,2598.17
133109,2598.17
133110,2598.17
133111,2598.17
133112,3923.24
133113,3923.24
133114,3923.24
133115,3923.24
133116,3923.24
133117,3923.24
133118,3923.24
133119,3923.24
133120,156.14
133121,156.14
133122,156.14
133123,156.14
133124,156.14
133125,156.14
133126,156.14
133127,156.14
133128,692.75
133129,692.75
133130,692.75
133131,692.75
133132,692.75
133133,692.75
133134,692.75
133135,692.75
133136,1499.92
133137,1499.92
133138,1499.92
133139,1499.92
133140,1499.92
133141,1499.92
133142,1499.92
133143,1499.92
133144,3470.89
133145,3470.89
133146,3470.89
133147,3470.89
133148,3470.89
133149,3470.89
133150,3470.89
133151,3470.89
133152,80.25
133153,80.25
133154,80.25
133155,80.25
133156,80.25
133157,80.25
133158,80.25
133159,80.25
133160,1760.01
133161,1760.01
133162,1760.01
133163,1760.01
133164,1760.01
133165,1760.01
133166,1760.01
133167,1760.01
133168,174.22
133169,174.22
133170,174.22
133171,174.22
133172,174.22
133173,174.22
133174,174.22
133175,174.22
133176,4322.54
133177,4322.54
133178,4322.54
133179,4322.54
133180,4322.54
133181,4322.54
133182,4322.54
133183,4322.54
133184,1048.56
133185,1048.56
133186,1048.56
133187,1048.56
133188,1048.56
133189,1048.56
133190,1048.56
133191,1048.56
133192,2466.78
133193,2466.78
133194,2466.78
133195,2466.78
133196,2466.78
133197,2466.78
133198,2466.78
133199,2466.78
133200,968.32
133201,968.32
133202,968.32
133203,968.32
133204,968.32
133205,968.32
133206,968.32
133207,968.32
133208,540.04
133209,540.04
133210,540.04
133211,540.04
133212,540.04
133213,540.04
133214,540.04
133215,540.04
133216,499.85
133217,499.85
133218,499.85
133219,499.85
133220,499.85
133221,499.85
133222,499.85
133223,499.85
133224,425.9
133225,425.9
133226,425.9
133227,425.9
133228,425.9
133229,425.9
133230,425.9
133231,425.9
133232,1428.75
133233,1428.75
133234,1428.75
133235,1428.75
133236,1428.75
133237,1428.75
133238,1428.75
133239,1428.75
133240,2654.6
133241,2654.6
133242,2654.6
133243,2654.6
133244,2654.6
133245,2654.6
133246,2654.6
133247,2654.6
133248,859.77
133249,859.77
133250,859.77
133251,859.77
133252,859.77
133253,859.77
133254,859.77
133255,859.77
133256,174.06
133257,174.06
133258,174.06
133259,174.06
133260,174.06
133261,174.06
133262,174.06
133263,174.06
133264,4649.55
133265,4649.55
133266,4649.55
133267,4649.55
133268,4649.55
133269,4649.55
133270,4649.55
133271,4649.55
133272,1270.74
133273,1270.74
133274,1270.74
133275,1270.74
133276,1270.74
133277,1270.74
133278,1270.74
133279,1270.74
133280,809.32
133281,809.32
133282,809.32
133283,809.32
133284,809.32
133285,809.32
133286,809.32
133287,809.32
133288,693.77
133289,693.77
133290,693.77
133291,693.77
133292,693.77
133293,693.77
133294,693.77
133295,693.77
133296,915.32
133297,915.32
133298,915.32
133299,915.32
133300,915.32
133301,915.32
133302,915.32
133303,915.32
133304,563.69
133305,563.69
133306,563.69
133307,563.69
133308,563.69
133309,563.69
133310,563.69
133311,563.69
133312,3194.2
133313,3194.2
133314,3194.2
133315,3194.2
133316,3194.2
133317,3194.2
133318,3194.2
133319,3194.2
133320,149.0
133321,149.0
133322,149.0
133323,149.0
133324,149.0
133325,149.0
133326,149.0
133327,149.0
133328,932.69
133329,932.69
133330,932.69
133331,932.69
133332,932.69
133333,932.69
133334,932.69
133335,932.69
133336,519.51
133337,519.51
133338,519.51
133339,519.51
133340,519.51
133341,519.51
133342,519.51
133343,519.51
133344,4160.79
133345,4160.79
133346,4160.79
133347,4160.79
133348,4160.79
133349,4160.79
133350,4160.79
133351,4160.79
133352,605.86
133353,605.86
133354,605.86
133355,605.86
133356,605.86
133357,605.86
133358,605.86
133359,605.86
133360,2286.79
133361,2286.79
133362,2286.79
133363,2286.79
133364,2286.79
133365,2286.79
133366,2286.79
133367,2286.79
133368,115.08
133369,115.08
133370,115.08
133371,115.08
133372,115.08
133373,115.08
133374,115.08
133375,115.08
133376,1887.08
133377,1887.08
133378,1887.08
133379,1887.08
133380,1887.08
133381,1887.08
133382,1887.08
133383,1887.08
133384,1298.6
133385,1298.6
133386,1298.6
133387,1298.6
133388,1298.6
133389,1298.6
133390,1298.6
133391,1298.6
133392,2427.44
133393,2427.44
133394,2427.44
133395,2427.44
133396,2427.44
133397,2427.44
133398,2427.44
133399,2427.44
133400,331.53
133401,331.53
133402,331.53
133403,331.53
133404,331.53
133405,331.53
133406,331.53
133407,331.53
133408,918.89
133409,918.89
133410,918.89
133411,918.89
133412,918.89
133413,918.89
133414,918.89
133415,918.89
133416,833.37
133417,833.37
133418,833.37
133419,833.37
133420,833.37
133421,833.37
133422,833.37
133423,833.37
133424,599.81
133425,599.81
133426,599.81
133427,599.81
133428,599.81
133429,599.81
133430,599.81
133431,599.81
133432,4683.73
133433,4683.73
133434,4683.73
133435,4683.73
133436,4683.73
133437,4683.73
133438,4683.73
133439,4683.73
133440,228.63
133441,228.63
133442,228.63
133443,228.63
133444,228.63
133445,228.63
133446,228.63
133447,228.63
133448,2625.65
133449,2625.65
133450,2625.65
133451,2625.65
133452,2625.65
133453,2625.65
133454,2625.65
133455,2625.65
133456,1286.96
133457,1286.96
133458,1286.96
133459,1286.96
133460,1286.96
133461,1286.96
133462,1286.96
133463,1286.96
133464,4862.8
133465,4862.8
133466,4862.8
133467,4862.8
133468,4862.8
133469,4862.8
133470,4862.8
133471,4862.8
133472,1886.54
133473,1886.54
133474,1886.54
133475,1886.54
133476,1886.54
133477,1886.54
133478,1886.54
133479,1886.54
133480,1850.68
133481,1850.68
133482,1850.68
133483,1850.68
133484,1850.68
133485,1850.68
133486,1850.68
133487,1850.68
133488,831.63
133489,831.63
133490,831.63
133491,831.63
133492,831.63
133493,831.63
133494,831.63
133495,831.63
133496,852.74
133497,852.74
133498,852.74
133499,852.74
133500,852.74
133501,852.74
133502,852.74
133503,852.74
133504,2241.07
133505,2241.07
133506,2241.07
133507,2241.07
133508,2241.07
133509,2241.07
133510,2241.07
133511,2241.07
133512,2666.06
133513,2666.06
133514,2666.06
133515,2666.06
133516,2666.06
133517,2666.06
133518,2666.06
133519,2666.06
133520,590.76
133521,590.76
133522,590.76
133523,590.76
133524,590.76
133525,590.76
133526,590.76
133527,590.76
133528,2302.31
133529,2302.31
133530,2302.31
133531,2302.31
133532,2302.31
133533,2302.31
133534,2302.31
133535,2302.31
133536,432.76
133537,432.76
133538,432.76
133539,432.76
133540,432.76
133541,432.76
133542,432.76
133543,432.76
133544,1471.32
133545,1471.32
133546,1471.32
133547,1471.32
133548,1471.32
133549,1471.32
133550,1471.32
133551,1471.32
133552,1186.43
133553,1186.43
133554,1186.43
133555,1186.43
133556,1186.43
133557,1186.43
133558,1186.43
133559,1186.43
133560,2139.33
133561,2139.33
133562,2139.33
133563,2139.33
133564,2139.33
133565,2139.33
133566,2139.33
133567,2139.33
133568,2434.12
133569,2434.12
133570,2434.12
133571,2434.12
133572,2434.12
133573,2434.12
133574,2434.12
133575,2434.12
133576,883.26
133577,883.26
133578,883.26
133579,883.26
133580,883.26
133581,883.26
133582,883.26
133583,883.26
133584,1154.21
133585,1154.21
133586,1154.21
133587,1154.21
133588,1154.21
133589,1154.21
133590,1154.21
133591,1154.21
133592,3650.06
133593,3650.06
133594,3650.06
133595,3650.06
133596,3650.06
133597,3650.06
133598,3650.06
133599,3650.06
133600,573.53
133601,573.53
133602,573.53
133603,573.53
133604,573.53
133605,573.53
133606,573.53
133607,573.53
133608,1045.06
133609,1045.06
133610,1045.06
133611,1045.06
133612,1045.06
133613,1045.06
133614,1045.06
133615,1045.06
133616,4953.29
133617,4953.29
133618,4953.29
133619,4953.29
133620,4953.29
133621,4953.29
133622,4953.29
133623,4953.29
133624,1075.73
133625,1075.73
133626,1075.73
133627,1075.73
133628,1075.73
133629,1075.73
133630,1075.73
133631,1075.73
133632,1431.1
133633,1431.1
133634,1431.1
133635,1431.1
133636,1431.1
133637,1431.1
133638,1431.1
133639,1431.1
133640,3703.08
133641,3703.08
133642,3703.08
133643,3703.08
133644,3703.08
133645,3703.08
133646,3703.08
133647,3703.08
133648,1445.81
133649,1445.81
133650,1445.81
133651,1445.81
133652,1445.81
133653,1445.81
133654,1445.81
133655,1445.81
133656,4128.29
133657,4128.29
133658,4128.29
133659,4128.29
133660,4128.29
133661,4128.29
133662,4128.29
133663,4128.29
133664,1068.42
133665,1068.42
133666,1068.42
133667,1068.42
133668,1068.42
133669,1068.42
133670,1068.42
133671,1068.42
133672,519.33
133673,519.33
133674,519.33
133675,519.33
133676,519.33
133677,519.33
133678,519.33
133679,519.33
133680,1076.7
133681,1076.7
133682,1076.7
133683,1076.7
133684,1076.7
133685,1076.7
133686,1076.7
133687,1076.7
133688,2428.25
133689,2428.25
133690,2428.25
133691,2428.25
133692,2428.25
133693,2428.25
133694,2428.25
133695,2428.25
133696,1348.36
133697,1348.36
133698,1348.36
133699,1348.36
133700,1348.36
133701,1348.36
133702,1348.36
133703,1348.36
133704,1854.48
133705,1854.48
133706,1854.48
133707,1854.48
133708,1854.48
133709,1854.48
133710,1854.48
133711,1854.48
133712,796.45
133713,796.45
133714,796.45
133715,796.45
133716,796.45
133717,796.45
133718,796.45
133719,796.45
133720,1369.4
133721,1369.4
133722,1369.4
133723,1369.4
133724,1369.4
133725,1369.4
133726,1369.4
133727,1369.4
133728,1465.19
133729,1465.19
133730,1465.19
133731,1465.19
133732,1465.19
133733,1465.19
133734,1465.19
133735,1465.19
133736,2878.45
133737,2878.45
133738,2878.45
133739,2878.45
133740,2878.45
133741,2878.45
133742,2878.45
133743,2878.45
133744,3881.11
133745,3881.11
133746,3881.11
133747,3881.11
133748,3881.11
133749,3881.11
133750,3881.11
133751,3881.11
133752,157.62
133753,157.62
133754,157.62
133755,157.62
133756,157.62
133757,157.62
133758,157.62
133759,157.62
133760,1282.2
133761,1282.2
133762,1282.2
133763,1282.2
133764,1282.2
133765,1282.2
133766,1282.2
133767,1282.2
133768,2595.94
133769,2595.94
133770,2595.94
133771,2595.94
133772,2595.94
133773,2595.94
133774,2595.94
133775,2595.94
133776,739.66
133777,739.66
133778,739.66
133779,739.66
133780,739.66
133781,739.66
133782,739.66
133783,739.66
133784,3714.72
133785,3714.72
133786,3714.72
133787,3714.72
133788,3714.72
133789,3714.72
133790,3714.72
133791,3714.72
133792,4902.52
133793,4902.52
133794,4902.52
133795,4902.52
133796,4902.52
133797,4902.52
133798,4902.52
133799,4902.52
133800,1402.67
133801,1402.67
133802,1402.67
133803,1402.67
133804,1402.67
133805,1402.67
133806,1402.67
133807,1402.67
133808,546.87
133809,546.87
133810,546.87
133811,546.87
133812,546.87
133813,546.87
133814,546.87
133815,546.87
133816,3217.69
133817,3217.69
133818,3217.69
133819,3217.69
133820,3217.69
133821,3217.69
133822,3217.69
133823,3217.69
133824,1103.47
133825,1103.47
133826,1103.47
133827,1103.47
133828,1103.47
133829,1103.47
133830,1103.47
133831,1103.47
133832,1853.35
133833,1853.35
133834,1853.35
133835,1853.35
133836,1853.35
133837,1853.35
133838,1853.35
133839,1853.35
133840,1660.98
133841,1660.98
133842,1660.98
133843,1660.98
133844,1660.98
133845,1660.98
133846,1660.98
133847,1660.98
133848,2538.25
133849,2538.25
133850,2538.25
133851,2538.25
133852,2538.25
133853,2538.25
133854,2538.25
133855,2538.25
133856,800.06
133857,800.06
133858,800.06
133859,800.06
133860,800.06
133861,800.06
133862,800.06
133863,800.06
133864,649.26
133865,649.26
133866,649.26
133867,649.26
133868,649.26
133869,649.26
133870,649.26
133871,649.26
133872,1881.05
133873,1881.05
133874,1881.05
133875,1881.05
133876,1881.05
133877,1881.05
133878,1881.05
133879,1881.05
133880,353.01
133881,353.01
133882,353.01
133883,353.01
133884,353.01
133885,353.01
133886,353.01
133887,353.01
133888,436.69
133889,436.69
133890,436.69
133891,436.69
133892,436.69
133893,436.69
133894,436.69
133895,436.69
133896,1275.86
133897,1275.86
133898,1275.86
133899,1275.86
133900,1275.86
133901,1275.86
133902,1275.86
133903,1275.86
133904,1440.56
133905,1440.56
133906,1440.56
133907,1440.56
133908,1440.56
133909,1440.56
133910,1440.56
133911,1440.56
133912,2297.86
133913,2297.86
133914,2297.86
133915,2297.86
133916,2297.86
133917,2297.86
133918,2297.86
133919,2297.86
133920,373.79
133921,373.79
133922,373.79
133923,373.79
133924,373.79
133925,373.79
133926,373.79
133927,373.79
133928,3978.9
133929,3978.9
133930,3978.9
133931,3978.9
133932,3978.9
133933,3978.9
133934,3978.9
133935,3978.9
133936,1073.62
133937,1073.62
133938,1073.62
133939,1073.62
133940,1073.62
133941,1073.62
133942,1073.62
133943,1073.62
133944,4397.05
133945,4397.05
133946,4397.05
133947,4397.05
133948,4397.05
133949,4397.05
133950,4397.05
133951,4397.05
133952,4678.77
133953,4678.77
133954,4678.77
133955,4678.77
133956,4678.77
133957,4678.77
133958,4678.77
133959,4678.77
133960,778.68
133961,778.68
133962,778.68
133963,778.68
133964,778.68
133965,778.68
133966,778.68
133967,778.68
133968,25.16
133969,25.16
133970,25.16
133971,25.16
133972,25.16
133973,25.16
133974,25.16
133975,25.16
133976,878.15
133977,878.15
133978,878.15
133979,878.15
133980,878.15
133981,878.15
133982,878.15
133983,878.15
133984,3461.24
133985,3461.24
133986,3461.24
133987,3461.24
133988,3461.24
133989,3461.24
133990,3461.24
133991,3461.24
133992,1434.18
133993,1434.18
133994,1434.18
133995,1434.18
133996,1434.18
133997,1434.18
133998,1434.18
133999,1434.18
134000,991.98
134001,991.98
134002,991.98
134003,991.98
134004,991.98
134005,991.98
134006,991.98
134007,991.98
134008,1191.5
134009,1191.5
134010,1191.5
134011,1191.5
134012,1191.5
134013,1191.5
134014,1191.5
134015,1191.5
134016,37.21
134017,37.21
134018,37.21
134019,37.21
134020,37.21
134021,37.21
134022,37.21
134023,37.21
134024,1082.08
134025,1082.08
134026,1082.08
134027,1082.08
134028,1082.08
134029,1082.08
134030,1082.08
134031,1082.08
134032,268.83
134033,268.83
134034,268.83
134035,268.83
134036,268.83
134037,268.83
134038,268.83
134039,268.83
134040,3323.82
134041,3323.82
134042,3323.82
134043,3323.82
134044,3323.82
134045,3323.82
134046,3323.82
134047,3323.82
134048,3427.41
134049,3427.41
134050,3427.41
134051,3427.41
134052,3427.41
134053,3427.41
134054,3427.41
134055,3427.41
134056,1276.05
134057,1276.05
134058,1276.05
134059,1276.05
134060,1276.05
134061,1276.05
134062,1276.05
134063,1276.05
134064,764.82
134065,764.82
134066,764.82
134067,764.82
134068,764.82
134069,764.82
134070,764.82
134071,764.82
134072,1328.98
134073,1328.98
134074,1328.98
134075,1328.98
134076,1328.98
134077,1328.98
134078,1328.98
134079,1328.98
134080,664.62
134081,664.62
134082,664.62
134083,664.62
134084,664.62
134085,664.62
134086,664.62
134087,664.62
134088,1827.35
134089,1827.35
134090,1827.35
134091,1827.35
134092,1827.35
134093,1827.35
134094,1827.35
134095,1827.35
134096,118.8
134097,118.8
134098,118.8
134099,118.8
134100,118.8
134101,118.8
134102,118.8
134103,118.8
134104,4188.88
134105,4188.88
134106,4188.88
134107,4188.88
134108,4188.88
134109,4188.88
134110,4188.88
134111,4188.88
134112,1198.03
134113,1198.03
134114,1198.03
134115,1198.03
134116,1198.03
134117,1198.03
134118,1198.03
134119,1198.03
134120,146.68
134121,146.68
134122,146.68
134123,146.68
134124,146.68
134125,146.68
134126,146.68
134127,146.68
134128,1460.73
134129,1460.73
134130,1460.73
134131,1460.73
134132,1460.73
134133,1460.73
134134,1460.73
134135,1460.73
134136,55.46
134137,55.46
134138,55.46
134139,55.46
134140,55.46
134141,55.46
134142,55.46
134143,55.46
134144,90.14
134145,90.14
134146,90.14
134147,90.14
134148,90.14
134149,90.14
134150,90.14
134151,90.14
134152,1272.03
134153,1272.03
134154,1272.03
134155,1272.03
134156,1272.03
134157,1272.03
134158,1272.03
134159,1272.03
134160,2393.46
134161,2393.46
134162,2393.46
134163,2393.46
134164,2393.46
134165,2393.46
134166,2393.46
134167,2393.46
134168,198.25
134169,198.25
134170,198.25
134171,198.25
134172,198.25
134173,198.25
134174,198.25
134175,198.25
134176,74.12
134177,74.12
134178,74.12
134179,74.12
134180,74.12
134181,74.12
134182,74.12
134183,74.12
134184,261.14
134185,261.14
134186,261.14
134187,261.14
134188,261.14
134189,261.14
134190,261.14
134191,261.14
134192,89.19
134193,89.19
134194,89.19
134195,89.19
134196,89.19
134197,89.19
134198,89.19
134199,89.19
134200,2319.84
134201,2319.84
134202,2319.84
134203,2319.84
134204,2319.84
134205,2319.84
134206,2319.84
134207,2319.84
134208,832.06
134209,832.06
134210,832.06
134211,832.06
134212,832.06
134213,832.06
134214,832.06
134215,832.06
134216,1342.04
134217,1342.04
134218,1342.04
134219,1342.04
134220,1342.04
134221,1342.04
134222,1342.04
134223,1342.04
134224,2221.21
134225,2221.21
134226,2221.21
134227,2221.21
134228,2221.21
134229,2221.21
134230,2221.21
134231,2221.21
134232,911.09
134233,911.09
134234,911.09
134235,911.09
134236,911.09
134237,911.09
134238,911.09
134239,911.09
134240,3640.4
134241,3640.4
134242,3640.4
134243,3640.4
134244,3640.4
134245,3640.4
134246,3640.4
134247,3640.4
134248,4060.73
134249,4060.73
134250,4060.73
134251,4060.73
134252,4060.73
134253,4060.73
134254,4060.73
134255,4060.73
134256,1049.2
134257,1049.2
134258,1049.2
134259,1049.2
134260,1049.2
134261,1049.2
134262,1049.2
134263,1049.2
134264,874.6
134265,874.6
134266,874.6
134267,874.6
134268,874.6
134269,874.6
134270,874.6
134271,874.6
134272,1269.23
134273,1269.23
134274,1269.23
134275,1269.23
134276,1269.23
134277,1269.23
134278,1269.23
134279,1269.23
134280,19.96
134281,19.96
134282,19.96
134283,19.96
134284,19.96
134285,19.96
134286,19.96
134287,19.96
134288,4831.44
134289,4831.44
134290,4831.44
134291,4831.44
134292,4831.44
134293,4831.44
134294,4831.44
134295,4831.44
134296,1294.9
134297,1294.9
134298,1294.9
134299,1294.9
134300,1294.9
134301,1294.9
134302,1294.9
134303,1294.9
134304,358.83
134305,358.83
134306,358.83
134307,358.83
134308,358.83
134309,358.83
134310,358.83
134311,358.83
134312,1151.22
134313,1151.22
134314,1151.22
134315,1151.22
134316,1151.22
134317,1151.22
134318,1151.22
134319,1151.22
134320,2500.04
134321,2500.04
134322,2500.04
134323,2500.04
134324,2500.04
134325,2500.04
134326,2500.04
134327,2500.04
134328,1253.04
134329,1253.04
134330,1253.04
134331,1253.04
134332,1253.04
134333,1253.04
134334,1253.04
134335,1253.04
134336,442.17
134337,442.17
134338,442.17
134339,442.17
134340,442.17
134341,442.17
134342,442.17
134343,442.17
134344,3952.93
134345,3952.93
134346,3952.93
134347,3952.93
134348,3952.93
134349,3952.93
134350,3952.93
134351,3952.93
134352,214.25
134353,214.25
134354,214.25
134355,214.25
134356,214.25
134357,214.25
134358,214.25
134359,214.25
134360,1773.97
134361,1773.97
134362,1773.97
134363,1773.97
134364,1773.97
134365,1773.97
134366,1773.97
134367,1773.97
134368,1105.99
134369,1105.99
134370,1105.99
134371,1105.99
134372,1105.99
134373,1105.99
134374,1105.99
134375,1105.99
134376,1487.63
134377,1487.63
134378,1487.63
134379,1487.63
134380,1487.63
134381,1487.63
134382,1487.63
134383,1487.63
134384,2016.31
134385,2016.31
134386,2016.31
134387,2016.31
134388,2016.31
134389,2016.31
134390,2016.31
134391,2016.31
134392,1126.3
134393,1126.3
134394,1126.3
134395,1126.3
134396,1126.3
134397,1126.3
134398,1126.3
134399,1126.3
134400,1859.53
134401,1859.53
134402,1859.53
134403,1859.53
134404,1859.53
134405,1859.53
134406,1859.53
134407,1859.53
134408,805.01
134409,805.01
134410,805.01
134411,805.01
134412,805.01
134413,805.01
134414,805.01
134415,805.01
134416,459.98
134417,459.98
134418,459.98
134419,459.98
134420,459.98
134421,459.98
134422,459.98
134423,459.98
134424,2781.7
134425,2781.7
134426,2781.7
134427,2781.7
134428,2781.7
134429,2781.7
134430,2781.7
134431,2781.7
134432,3803.71
134433,3803.71
134434,3803.71
134435,3803.71
134436,3803.71
134437,3803.71
134438,3803.71
134439,3803.71
134440,3197.22
134441,3197.22
134442,3197.22
134443,3197.22
134444,3197.22
134445,3197.22
134446,3197.22
134447,3197.22
134448,1765.9
134449,1765.9
134450,1765.9
134451,1765.9
134452,1765.9
134453,1765.9
134454,1765.9
134455,1765.9
134456,464.09
134457,464.09
134458,464.09
134459,464.09
134460,464.09
134461,464.09
134462,464.09
134463,464.09
134464,2240.56
134465,2240.56
134466,2240.56
134467,2240.56
134468,2240.56
134469,2240.56
134470,2240.56
134471,2240.56
134472,883.67
134473,883.67
134474,883.67
134475,883.67
134476,883.67
134477,883.67
134478,883.67
134479,883.67
134480,206.52
134481,206.52
134482,206.52
134483,206.52
134484,206.52
134485,206.52
134486,206.52
134487,206.52
134488,2652.19
134489,2652.19
134490,2652.19
134491,2652.19
134492,2652.19
134493,2652.19
134494,2652.19
134495,2652.19
134496,143.9
134497,143.9
134498,143.9
134499,143.9
134500,143.9
134501,143.9
134502,143.9
134503,143.9
134504,899.21
134505,899.21
134506,899.21
134507,899.21
134508,899.21
134509,899.21
134510,899.21
134511,899.21
134512,182.37
134513,182.37
134514,182.37
134515,182.37
134516,182.37
134517,182.37
134518,182.37
134519,182.37
134520,1050.26
134521,1050.26
134522,1050.26
134523,1050.26
134524,1050.26
134525,1050.26
134526,1050.26
134527,1050.26
134528,1361.41
134529,1361.41
134530,1361.41
134531,1361.41
134532,1361.41
134533,1361.41
134534,1361.41
134535,1361.41
134536,665.78
134537,665.78
134538,665.78
134539,665.78
134540,665.78
134541,665.78
134542,665.78
134543,665.78
134544,1333.49
134545,1333.49
134546,1333.49
134547,1333.49
134548,1333.49
134549,1333.49
134550,1333.49
134551,1333.49
134552,2279.36
134553,2279.36
134554,2279.36
134555,2279.36
134556,2279.36
134557,2279.36
134558,2279.36
134559,2279.36
134560,840.94
134561,840.94
134562,840.94
134563,840.94
134564,840.94
134565,840.94
134566,840.94
134567,840.94
134568,1249.18
134569,1249.18
134570,1249.18
134571,1249.18
134572,1249.18
134573,1249.18
134574,1249.18
134575,1249.18
134576,1234.63
134577,1234.63
134578,1234.63
134579,1234.63
134580,1234.63
134581,1234.63
134582,1234.63
134583,1234.63
134584,204.88
134585,204.88
134586,204.88
134587,204.88
134588,204.88
134589,204.88
134590,204.88
134591,204.88
134592,874.17
134593,874.17
134594,874.17
134595,874.17
134596,874.17
134597,874.17
134598,874.17
134599,874.17
134600,888.82
134601,888.82
134602,888.82
134603,888.82
134604,888.82
134605,888.82
134606,888.82
134607,888.82
134608,2566.1
134609,2566.1
134610,2566.1
134611,2566.1
134612,2566.1
134613,2566.1
134614,2566.1
134615,2566.1
134616,1160.88
134617,1160.88
134618,1160.88
134619,1160.88
134620,1160.88
134621,1160.88
134622,1160.88
134623,1160.88
134624,2060.05
134625,2060.05
134626,2060.05
134627,2060.05
134628,2060.05
134629,2060.05
134630,2060.05
134631,2060.05
134632,262.3
134633,262.3
134634,262.3
134635,262.3
134636,262.3
134637,262.3
134638,262.3
134639,262.3
134640,1598.71
134641,1598.71
134642,1598.71
134643,1598.71
134644,1598.71
134645,1598.71
134646,1598.71
134647,1598.71
134648,2127.73
134649,2127.73
134650,2127.73
134651,2127.73
134652,2127.73
134653,2127.73
134654,2127.73
134655,2127.73
134656,1371.17
134657,1371.17
134658,1371.17
134659,1371.17
134660,1371.17
134661,1371.17
134662,1371.17
134663,1371.17
134664,585.36
134665,585.36
134666,585.36
134667,585.36
134668,585.36
134669,585.36
134670,585.36
134671,585.36
134672,3607.96
134673,3607.96
134674,3607.96
134675,3607.96
134676,3607.96
134677,3607.96
134678,3607.96
134679,3607.96
134680,1449.78
134681,1449.78
134682,1449.78
134683,1449.78
134684,1449.78
134685,1449.78
134686,1449.78
134687,1449.78
134688,1100.64
134689,1100.64
134690,1100.64
134691,1100.64
134692,1100.64
134693,1100.64
134694,1100.64
134695,1100.64
134696,680.39
134697,680.39
134698,680.39
134699,680.39
134700,680.39
134701,680.39
134702,680.39
134703,680.39
134704,332.39
134705,332.39
134706,332.39
134707,332.39
134708,332.39
134709,332.39
134710,332.39
134711,332.39
134712,1913.66
134713,1913.66
134714,1913.66
134715,1913.66
134716,1913.66
134717,1913.66
134718,1913.66
134719,1913.66
134720,440.18
134721,440.18
134722,440.18
134723,440.18
134724,440.18
134725,440.18
134726,440.18
134727,440.18
134728,310.51
134729,310.51
134730,310.51
134731,310.51
134732,310.51
134733,310.51
134734,310.51
134735,310.51
134736,534.85
134737,534.85
134738,534.85
134739,534.85
134740,534.85
134741,534.85
134742,534.85
134743,534.85
134744,2192.18
134745,2192.18
134746,2192.18
134747,2192.18
134748,2192.18
134749,2192.18
134750,2192.18
134751,2192.18
134752,697.67
134753,697.67
134754,697.67
134755,697.67
134756,697.67
134757,697.67
134758,697.67
134759,697.67
134760,3750.27
134761,3750.27
134762,3750.27
134763,3750.27
134764,3750.27
134765,3750.27
134766,3750.27
134767,3750.27
134768,349.48
134769,349.48
134770,349.48
134771,349.48
134772,349.48
134773,349.48
134774,349.48
134775,349.48
134776,1692.81
134777,1692.81
134778,1692.81
134779,1692.81
134780,1692.81
134781,1692.81
134782,1692.81
134783,1692.81
134784,4154.32
134785,4154.32
134786,4154.32
134787,4154.32
134788,4154.32
134789,4154.32
134790,4154.32
134791,4154.32
134792,3321.22
134793,3321.22
134794,3321.22
134795,3321.22
134796,3321.22
134797,3321.22
134798,3321.22
134799,3321.22
134800,731.05
134801,731.05
134802,731.05
134803,731.05
134804,731.05
134805,731.05
134806,731.05
134807,731.05
134808,1825.94
134809,1825.94
134810,1825.94
