,Monthly_Balance
131838,177.4200085
131839,592.5424877
131840,411.6029895
131841,509.5332595
131842,652.0885762
131843,470.7101498
131844,602.2163276
131845,645.4440352
131846,404.1517017
131847,571.9672157
131848,277.1527203
131849,277.1527203
131850,277.1527203
131851,277.1527203
131852,277.1527203
131853,277.1527203
131854,277.1527203
131855,277.1527203
131856,1429.540199
131857,1387.859275
131858,1073.73511
131859,224.0648047
131860,1406.386663
131861,1210.063017
131862,1247.966789
131863,1400.426351
131864,163.9144557
131865,184.3346733
131866,160.8241403
131867,160.3542046
131868,198.3666982
131869,192.0152369
131870,224.1155615
131871,212.7438957
131872,130.5917615
131873,130.5917615
131874,130.5917615
131875,130.5917615
131876,130.5917615
131877,130.5917615
131878,130.5917615
131879,130.5917615
131880,267.8193052
131881,326.7510146
131882,277.465252
131883,302.9578507
131884,351.0780604
131885,372.9499497
131886,210.1139168
131887,315.1521196
131888,255.1727512
131889,286.4709308
131890,302.5591807
131891,303.9923755
131892,241.3457012
131893,231.8834162
131894,247.5344955
131895,148.5401915
131896,131.2556238
131897,978.861566
131898,659.7503038
131899,489.4852616
131900,953.6245484
131901,601.4516758
131902,761.4249017
131903,577.685846
131904,276.1569462
131905,268.8353233
131906,270.7484123
131907,298.7446556
131908,246.2472034
131909,243.8904716
131910,283.2871848
131911,266.3072311
131912,457.3719175
131913,356.5234498
131914,650.2762147
131915,474.6632198
131916,632.8373815
131917,646.3526879
131918,389.3456085
131919,671.2404976
131920,405.1088575
131921,186.1680541
131922,295.931297
131923,399.4289465
131924,148.0891386
131925,238.0021231
131926,396.8460883
131927,326.2723565
131928,774.102682
131929,635.4934992
131930,863.3525923
131931,448.7040361
131932,737.6403373
131933,795.3123693
131934,890.2027592
131935,455.1362046
131936,425.4379073
131937,328.1534432
131938,266.8850703
131939,304.5501936
131940,299.7483358
131941,338.305927
131942,328.9712226
131943,391.8279528
131944,294.2205845
131945,307.2954362
131946,255.760037
131947,360.8632618
131948,350.140177
131949,346.5050843
131950,266.2818813
131951,364.195634
131952,472.6927646
131953,166.600597
131954,419.2200217
131955,189.4927041
131956,481.2130537
131957,446.8697886
131958,336.7632657
131959,383.5446213
131960,746.6605844
131961,724.8895578
131962,550.4749169
131963,554.0567361
131964,563.2762518
131965,782.1333535
131966,720.5632075
131967,714.7805837
131968,308.4949721
131969,295.2525703
131970,306.3653331
131971,295.3931079
131972,292.9447236
131973,282.7064595
131974,278.3329756
131975,285.0088247
131976,369.427141
131977,373.6918042
131978,234.3638328
131979,271.6561889
131980,263.3495772
131981,94.83759564
131982,385.6538583
131983,345.5522504
131984,370.1402498
131985,429.7428774
131986,499.1385282
131987,450.0663988
131988,432.3505379
131989,444.8527574
131990,431.6966041
131991,381.655598
131992,634.0889944
131993,628.0608309
131994,462.0179641
131995,592.1927335
131996,548.5841261
131997,527.8615648
131998,469.4952246
131999,584.9396497
132000,173.8919046
132001,173.8919046
132002,173.8919046
132003,173.8919046
132004,173.8919046
132005,173.8919046
132006,173.8919046
132007,173.8919046
132008,235.932388
132009,243.405318
132010,230.1059333
132011,246.9588937
132012,229.7103124
132013,215.4409957
132014,209.128004
132015,231.9679328
132016,272.9109087
132017,237.8885934
132018,300.8992198
132019,196.5013388
132020,282.4633396
132021,227.2301427
132022,314.9096511
132023,307.4939018
132024,298.5602662
132025,210.0763674
132026,322.3134156
132027,298.178784
132028,207.8903943
132029,308.4686702
132030,265.2894367
132031,221.5981909
132032,623.7385339
132033,264.332071
132034,773.8825827
132035,669.1689914
132036,775.0635721
132037,347.718776
132038,337.9099784
132039,98.76174922
132040,433.0839773
132041,467.2734445
132042,376.1360322
132043,418.7461023
132044,315.1842126
132045,440.0572929
132046,434.5516525
132047,402.7866179
132048,210.7331063
132049,380.3634333
132050,404.7635245
132051,369.7145012
132052,430.6926232
132053,303.7363226
132054,294.9444175
132055,464.4744
132056,5.589736389
132057,5.589736389
132058,5.589736389
132059,5.589736389
132060,5.589736389
132061,5.589736389
132062,5.589736389
132063,5.589736389
132064,113.3950489
132065,113.3950489
132066,113.3950489
132067,113.3950489
132068,113.3950489
132069,113.3950489
132070,113.3950489
132071,113.3950489
132072,245.556111
132073,245.556111
132074,245.556111
132075,245.556111
132076,245.556111
132077,245.556111
132078,245.556111
132079,245.556111
132080,376.4450112
132081,658.6010571
132082,654.2770863
132083,567.0828055
132084,313.9635695
132085,307.4864629
132086,669.0256669
132087,490.0337761
132088,428.6555765
132089,173.8621234
132090,366.3890503
132091,495.6707811
132092,333.9968737
132093,145.0733849
132094,464.5322525
132095,512.2181317
132096,510.4001892
132097,502.6004252
132098,574.967242
132099,205.2844857
132100,618.499743
132101,315.4882106
132102,359.5039729
132103,116.1661287
132104,569.9717402
132105,868.5110258
132106,540.0273806
132107,884.2293813
132108,772.137307
132109,727.412904
132110,860.4735445
132111,234.6820609
132112,318.2778144
132113,330.1099068
132114,336.9828005
132115,274.9295952
132116,326.4558303
132117,204.0107334
132118,300.314082
132119,311.6639006
132120,205.4454929
132121,284.4767373
132122,136.7235966
132123,205.1682053
132124,309.3961389
132125,267.1015666
132126,227.6540276
132127,282.7022262
132128,338.9650407
132129,406.0509149
132130,222.0369766
132131,133.743161
132132,383.1238675
132133,273.8515776
132134,326.6540719
132135,411.5825676
132136,343.4866497
132137,268.8777994
132138,278.740608
132139,320.5717277
132140,89.89763426
132141,325.7034217
132142,311.4446138
132143,316.2845956
132144,263.5787809
132145,403.2209344
132146,340.8309517
132147,278.6767587
132148,149.6242112
132149,274.5656433
132150,318.9743928
132151,160.5854923
132152,503.2213273
132153,569.2235951
132154,477.6161878
132155,573.5429951
132156,425.1200838
132157,550.5820178
132158,365.6319424
132159,250.451688
132160,349.0685551
132161,327.0316564
132162,190.2980169
132163,317.8369381
132164,202.8195054
132165,345.5372632
132166,337.9923201
132167,350.9627822
132168,162.9781384
132169,450.5259137
132170,181.8258708
132171,189.0310512
132172,604.36184
132173,520.9644327
132174,338.4251118
132175,140.94195
132176,316.8858284
132177,265.5703131
132178,293.0760942
132179,249.0902205
132180,283.3163241
132181,293.2849735
132182,290.6958638
132183,244.8269764
132184,369.6608232
132185,169.9377966
132186,245.364292
132187,417.15494
132188,320.8394497
132189,181.3348929
132190,263.1532979
132191,344.2868928
132192,400.3443641
132193,380.4241161
132194,374.5715644
132195,355.3377321
132196,199.352908
132197,364.6425536
132198,390.3384517
132199,404.6454789
132200,387.3681982
132201,341.5914061
132202,329.676548
132203,229.8630222
132204,363.6191141
132205,375.6299494
132206,359.8415213
132207,162.7851374
132208,126.5678491
132209,526.1588244
132210,407.3845729
132211,667.5680709
132212,360.4113032
132213,491.9842666
132214,607.0522184
132215,575.5563547
132216,276.0880032
132217,312.9535028
132218,285.7052155
132219,283.599835
132220,286.6388936
132221,294.2615915
132222,302.8245585
132223,252.8865885
132224,83.672605
132225,83.672605
132226,83.672605
132227,83.672605
132228,83.672605
132229,83.672605
132230,83.672605
132231,83.672605
132232,404.3413885
132233,270.4270327
132234,151.887242
132235,352.4669009
132236,371.6913973
132237,142.195183
132238,305.1729034
132239,400.9119817
132240,262.0402907
132241,248.4223641
132242,253.1908122
132243,289.5489247
132244,245.7800914
132245,245.8518944
132246,229.8978639
132247,264.1770174
132248,195.8419081
132249,583.4316911
132250,350.4640608
132251,421.5691909
132252,523.0643853
132253,542.9200943
132254,529.979232
132255,30.7611989
132256,38.69468124
132257,38.69468124
132258,38.69468124
132259,38.69468124
132260,38.69468124
132261,38.69468124
132262,38.69468124
132263,38.69468124
132264,184.2256038
132265,275.8137535
132266,223.1772407
132267,238.8762154
132268,257.164173
132269,216.8983371
132270,293.8733585
132271,198.7666699
132272,331.3983881
132273,326.0433196
132274,318.4490994
132275,316.8457211
132276,330.6684707
132277,273.0755929
132278,367.3883866
132279,372.4157569
132280,413.3722873
132281,140.7115012
132282,289.3743548
132283,415.7833718
132284,232.4531302
132285,217.6565919
132286,200.9749287
132287,312.1999846
132288,287.4335781
132289,150.1731638
132290,284.4666383
132291,281.5477521
132292,360.2183637
132293,403.4150012
132294,412.1530817
132295,387.1005047
132296,445.6064875
132297,309.3890394
132298,352.5282958
132299,364.183168
132300,186.7479983
132301,484.4830601
132302,457.0838181
132303,492.5201767
132304,49.22514316
132305,49.22514316
132306,49.22514316
132307,49.22514316
132308,49.22514316
132309,49.22514316
132310,49.22514316
132311,49.22514316
132312,325.5647127
132313,331.3409529
132314,309.4058372
132315,288.1133554
132316,254.1415545
132317,283.5799457
132318,308.9348017
132319,331.5400273
132320,470.230543
132321,467.1875102
132322,350.309165
132323,231.1259894
132324,238.6871445
132325,484.9725249
132326,510.0210741
132327,550.427993
132328,277.7047012
132329,356.085876
132330,334.4719169
132331,263.8388312
132332,342.0470677
132333,330.5456603
132334,236.794373
132335,352.5816755
132336,264.3813836
132337,285.7007963
132338,259.7343037
132339,267.6189051
132340,265.7839982
132341,263.7694358
132342,296.0012839
132343,299.0379085
132344,444.0587682
132345,273.0077526
132346,205.6247326
132347,392.5258405
132348,368.3808486
132349,410.5620718
132350,320.3394638
132351,301.8934959
132352,638.881763
132353,346.4583871
132354,132.4408789
132355,581.3481967
132356,590.1333617
132357,380.479052
132358,261.6232413
132359,348.5788233
132360,649.4195748
132361,703.4318328
132362,602.8937458
132363,367.3147513
132364,515.3335967
132365,601.1122164
132366,668.2281488
132367,248.436499
132368,392.8796984
132369,421.1914173
132370,240.0265662
132371,439.7814617
132372,441.1148986
132373,442.5475072
132374,376.418687
132375,305.1513077
132376,329.1035533
132377,718.1350479
132378,918.7897746
132379,768.3029347
132380,869.9967246
132381,543.5439081
132382,323.0545742
132383,919.245257
132384,349.7667638
132385,376.2458144
132386,306.0174436
132387,264.3254772
132388,373.862744
132389,346.0192391
132390,247.2184661
132391,339.5357857
132392,92.26761982
132393,92.26761982
132394,92.26761982
132395,92.26761982
132396,92.26761982
132397,92.26761982
132398,92.26761982
132399,92.26761982
132400,359.0801194
132401,447.5926502
132402,353.3757217
132403,421.4303726
132404,190.5615898
132405,312.5297606
132406,351.2121925
132407,372.8342869
132408,388.1962032
132409,454.0955448
132410,267.4316232
132411,205.0696551
132412,520.4813004
132413,264.8054774
132414,261.9584295
132415,473.8036564
132416,243.4314938
132417,233.0520849
132418,231.1591127
132419,192.6217495
132420,246.1635641
132421,267.1304892
132422,240.8975046
132423,250.7810419
132424,392.2854621
132425,382.5336462
132426,358.3670954
132427,368.5811965
132428,379.9817211
132429,376.0944388
132430,344.2652765
132431,397.4379599
132432,78.16311697
132433,78.16311697
132434,78.16311697
132435,78.16311697
132436,78.16311697
132437,78.16311697
132438,78.16311697
132439,78.16311697
132440,493.3153772
132441,552.8685868
132442,564.8579834
132443,212.8142694
132444,332.9602835
132445,558.166079
132446,253.1147529
132447,334.4281472
132448,325.1634162
132449,314.5904311
132450,378.8720681
132451,321.8512431
132452,286.6357592
132453,350.9310734
132454,248.3998669
132455,397.3817921
132456,281.906687
132457,248.7118768
132458,304.3691213
132459,255.0210698
132460,284.0541076
132461,278.6544302
132462,232.3519307
132463,279.1722827
132464,307.1416066
132465,527.2605634
132466,775.8973622
132467,838.0106541
132468,597.286438
132469,772.0134722
132470,815.6244799
132471,651.6033558
132472,380.9152904
132473,162.9244737
132474,311.7755957
132475,392.5541963
132476,417.0415928
132477,398.1615536
132478,104.6851721
132479,444.4252602
132480,85.0071505
132481,85.0071505
132482,85.0071505
132483,85.0071505
132484,85.0071505
132485,85.0071505
132486,85.0071505
132487,85.0071505
132488,278.5949102
132489,266.3416037
132490,277.9162413
132491,293.2860298
132492,290.0565176
132493,284.790204
132494,277.8055489
132495,304.8399634
132496,63.07453752
132497,63.07453752
132498,63.07453752
132499,63.07453752
132500,63.07453752
132501,63.07453752
132502,63.07453752
132503,63.07453752
132504,443.329581
132505,1163.078819
132506,546.7759945
132507,1104.302593
132508,1101.625857
132509,873.9466335
132510,1030.801664
132511,892.1425808
132512,733.3491134
132513,817.9201758
132514,202.2141369
132515,953.6228994
132516,862.6243705
132517,52.15717837
132518,1117.183349
132519,853.8467955
132520,346.9131608
132521,350.4811898
132522,332.4906983
132523,328.8129523
132524,234.4353369
132525,350.0102797
132526,308.995939
132527,244.4192926
132528,222.3820278
132529,213.2687798
132530,212.8928312
132531,199.3959537
132532,239.0281424
132533,259.4793118
132534,264.7228216
132535,222.9559389
132536,198.9771897
132537,270.990341
132538,399.3640762
132539,221.9323574
132540,243.6401092
132541,371.8941828
132542,398.8175044
132543,251.7853705
132544,296.9287885
132545,339.2744563
132546,331.4521392
132547,255.2086552
132548,375.1627764
132549,309.3156673
132550,267.2795115
132551,266.1769337
132552,403.329494
132553,380.1604753
132554,305.5243286
132555,597.1953167
132556,521.5441429
132557,359.5254492
132558,479.9601536
132559,511.1520095
132560,304.9089463
132561,388.0999438
132562,236.1023294
132563,362.923953
132564,234.8452068
132565,371.1407732
132566,304.8800821
132567,220.8796465
132568,344.8122694
132569,363.4043195
132570,378.6998991
132571,383.4293787
132572,222.2109051
132573,321.3178295
132574,335.3033617
132575,375.8806823
132576,282.6829286
132577,318.4388773
132578,455.7285104
132579,20.43312605
132580,466.3416589
132581,524.5006818
132582,557.6758648
132583,479.9754087
132584,712.3861396
132585,529.1219542
132586,545.7719393
132587,517.3027351
132588,711.3411827
132589,664.1507308
132590,129.192522
132591,687.7773954
132592,413.2851844
132593,229.7344901
132594,543.5114515
132595,338.3564988
132596,442.0180914
132597,515.7152547
132598,471.465597
132599,490.2559882
132600,373.3834293
132601,396.4931063
132602,300.1803191
132603,359.1468342
132604,352.2817214
132605,335.4983882
132606,122.9918596
132607,251.2435731
132608,975.5682522
132609,1038.896204
132610,1059.485889
132611,807.1176432
132612,990.5614679
132613,1079.919677
132614,949.9096513
132615,375.9228495
132616,114.8731096
132617,114.8731096
132618,114.8731096
132619,114.8731096
132620,114.8731096
132621,114.8731096
132622,114.8731096
132623,114.8731096
132624,276.1772668
132625,411.4293882
132626,340.6971217
132627,363.3672988
132628,267.5786898
132629,265.3042797
132630,193.99158
132631,335.1085816
132632,309.0561494
132633,247.873113
132634,243.9534558
132635,304.6560004
132636,314.0096887
132637,296.8346201
132638,295.1729507
132639,319.995081
132640,355.709334
132641,373.9963703
132642,379.2622718
132643,254.6351415
132644,318.811742
132645,395.0088041
132646,322.4539944
132647,302.2989306
132648,292.4083332
132649,365.6307455
132650,288.6268293
132651,233.52059
132652,361.9306372
132653,128.4436259
132654,414.2303391
132655,282.4385659
132656,413.269061
132657,375.432418
132658,229.2495914
132659,403.1400516
132660,427.531526
132661,382.322613
132662,382.0303267
132663,279.9712798
132664,471.6749582
132665,186.8490985
132666,475.592702
132667,503.9769045
132668,298.1300615
132669,470.3104676
132670,130.2894799
132671,382.9526577
132672,418.8873244
132673,575.7592009
132674,413.0808474
132675,661.479862
132676,532.2279904
132677,483.1420691
132678,713.2317792
132679,653.1472043
132680,141.8592766
132681,141.8592766
132682,141.8592766
132683,141.8592766
132684,141.8592766
132685,141.8592766
132686,141.8592766
132687,141.8592766
132688,1002.75783
132689,638.9030901
132690,1040.074537
132691,858.7757172
132692,866.5687402
132693,1020.610229
132694,701.4948845
132695,234.0504715
132696,49.92584622
132697,49.92584622
132698,49.92584622
132699,49.92584622
132700,49.92584622
132701,49.92584622
132702,49.92584622
132703,49.92584622
132704,277.5694648
132705,245.3205176
132706,256.7241867
132707,258.9467946
132708,255.8756585
132709,263.3883337
132710,282.6547337
132711,276.9781956
132712,319.8175326
132713,288.5395971
132714,287.2283175
132715,278.6777105
132716,294.6866264
132717,291.4443545
132718,278.3547967
132719,243.9852533
132720,225.9096304
132721,276.1625377
132722,289.0394978
132723,331.8341801
132724,289.581605
132725,307.5407781
132726,322.2958472
132727,264.7013874
132728,761.4953235
132729,1049.162185
132730,422.7003764
132731,1044.826947
132732,596.2270517
132733,912.9729245
132734,726.2619928
132735,538.9584451
132736,285.8213088
132737,330.010224
132738,275.2778938
132739,206.243254
132740,247.5249807
132741,318.888263
132742,221.5310013
132743,310.4165369
132744,244.0471556
132745,306.0949705
132746,258.7069521
132747,259.4799827
132748,247.7638341
132749,231.1294146
132750,260.3204709
132751,306.8556789
132752,622.1998605
132753,172.4259236
132754,666.1754858
132755,221.2914917
132756,566.5626235
132757,583.1808914
132758,241.5161601
132759,696.4433614
132760,783.2531903
132761,674.7589542
132762,432.5047064
132763,484.3333327
132764,698.4026893
132765,710.2418748
132766,424.3896364
132767,448.6706309
132768,160.1060429
132769,340.5695334
132770,317.9158845
132771,392.0985267
132772,293.4440281
132773,269.0344052
132774,390.5962097
132775,252.2272432
132776,313.0770495
132777,616.4692308
132778,175.9066365
132779,733.6457733
132780,756.376052
132781,736.673695
132782,681.3421832
132783,730.2210912
132784,256.3327647
132785,323.4602622
132786,251.8773689
132787,250.2231841
132788,343.9760485
132789,242.7547945
132790,349.5385915
132791,249.5774786
132792,275.802379
132793,288.4123636
132794,255.0880693
132795,288.9903948
132796,254.1971211
132797,292.6950348
132798,253.0647622
132799,296.9971866
132800,257.6355575
132801,284.2096878
132802,317.34751
132803,208.2635535
132804,293.4228289
132805,197.6166153
132806,221.0791032
132807,310.9789646
132808,425.1677233
132809,433.6913541
132810,413.6647123
132811,469.6528291
132812,179.3089196
132813,465.3330636
132814,514.1973025
132815,459.308621
132816,286.5738934
132817,267.1801107
132818,357.1099193
132819,262.897879
132820,365.8921995
132821,359.1328478
132822,340.7247262
132823,246.8345692
132824,108.5253982
132825,213.1391508
132826,282.443792
132827,254.9048687
132828,115.4386656
132829,229.1925269
132830,216.3348952
132831,248.4970907
132832,395.7328694
132833,385.7193095
132834,331.0379121
132835,354.024489
132836,296.1393842
132837,295.0057179
132838,383.6673166
132839,362.7632779
132840,300.831492
132841,286.4529836
132842,298.5524091
132843,310.9797718
132844,321.1627752
132845,117.7308795
132846,229.745005
132847,281.8536767
132848,368.6985856
132849,338.7828016
132850,360.301865
132851,337.4538083
132852,339.1392103
132853,271.3287882
132854,239.1238468
132855,353.586923
132856,430.9788867
132857,404.0788209
132858,395.2424001
132859,309.5964099
132860,365.5147526
132861,433.536261
132862,424.1950027
132863,323.9658398
132864,315.5719435
132865,303.8891629
132866,261.3826723
132867,421.4746261
132868,435.4801732
132869,449.8754578
132870,403.9164514
132871,387.7465697
132872,376.0962724
132873,350.1951708
132874,271.4301802
132875,363.3452834
132876,250.8532191
132877,287.8249146
132878,325.7435955
132879,297.7044536
132880,376.0273237
132881,313.3077372
132882,458.0407668
132883,445.7574395
132884,458.3757134
132885,432.1246925
132886,414.0127623
132887,213.868391
132888,69.70818219
132889,69.70818219
132890,69.70818219
132891,69.70818219
132892,69.70818219
132893,69.70818219
132894,69.70818219
132895,69.70818219
132896,516.2464846
132897,592.0727819
132898,429.5130733
132899,588.3343688
132900,560.2031549
132901,170.9926742
132902,254.3346232
132903,40.02230514
132904,937.1573102
132905,772.2257596
132906,534.6681954
132907,875.3211467
132908,985.6113393
132909,1151.017801
132910,1130.541824
132911,1269.409763
132912,49.69343983
132913,49.69343983
132914,49.69343983
132915,49.69343983
132916,49.69343983
132917,49.69343983
132918,49.69343983
132919,49.69343983
132920,299.883887
132921,315.662915
132922,338.1319829
132923,250.7242866
132924,249.251426
132925,227.7232444
132926,254.0961066
132927,308.7078702
132928,358.0591019
132929,233.6053208
132930,232.8095434
132931,423.9666492
132932,395.809827
132933,392.1009971
132934,406.6689533
132935,384.827748
132936,150.6092674
132937,150.6092674
132938,150.6092674
132939,150.6092674
132940,150.6092674
132941,150.6092674
132942,150.6092674
132943,150.6092674
132944,355.6919874
132945,330.0586139
132946,271.8867569
132947,272.5536006
132948,380.0933847
132949,382.0735096
132950,319.8217534
132951,363.9083761
132952,102.5516303
132953,102.5516303
132954,102.5516303
132955,102.5516303
132956,102.5516303
132957,102.5516303
132958,102.5516303
132959,102.5516303
132960,445.7220489
132961,140.5614136
132962,469.6062244
132963,494.3748998
132964,310.6372736
132965,480.3283769
132966,241.2888355
132967,431.6668657
132968,323.6260811
132969,213.268377
132970,312.1382812
132971,252.4810619
132972,272.5677296
132973,290.9952276
132974,297.6905803
132975,201.6342649
132976,211.4035307
132977,342.7742337
132978,371.711801
132979,372.2662691
132980,370.282207
132981,294.4408427
132982,352.0455455
132983,322.1712723
132984,235.9007179
132985,315.9543866
132986,211.259264
132987,270.7158845
132988,253.3509693
132989,354.3720133
132990,260.1838733
132991,267.6470003
132992,85.99301105
132993,1097.150244
132994,1140.178278
132995,1113.173154
132996,1169.541293
132997,853.556784
132998,1105.929187
132999,545.5457327
133000,312.6220101
133001,227.3636615
133002,328.3878592
133003,316.5561548
133004,408.8065133
133005,222.3174814
133006,30.56969719
133007,386.2199696
133008,22.38410144
133009,22.38410144
133010,22.38410144
133011,22.38410144
133012,22.38410144
133013,22.38410144
133014,22.38410144
133015,22.38410144
133016,266.4006595
133017,290.9969354
133018,295.0273698
133019,254.6065054
133020,281.7322846
133021,335.2215755
133022,285.6058662
133023,334.7616987
133024,446.6829217
133025,399.9233152
133026,416.6202581
133027,387.3667766
133028,460.5202552
133029,309.3329582
133030,207.665705
133031,484.6113744
133032,319.045478
133033,281.2164713
133034,319.4036783
133035,309.1415414
133036,311.6480775
133037,259.209313
133038,266.3774843
133039,253.7608055
133040,822.3580585
133041,370.4276857
133042,681.5906683
133043,568.1230779
133044,745.752011
133045,710.2913605
133046,805.4957816
133047,523.9123592
133048,302.9540156
133049,285.7407664
133050,279.4647168
133051,264.4953369
133052,262.6276204
133053,272.0823949
133054,260.666331
133055,270.5205497
133056,693.7215719
133057,483.1467677
133058,18.65657939
133059,367.8975273
133060,621.6862515
133061,716.062515
133062,713.8818662
133063,628.2040679
133064,419.9868994
133065,485.5716108
133066,266.2325186
133067,468.6425219
133068,371.7242491
133069,473.8422167
133070,516.9785774
133071,432.2150454
133072,301.8702034
133073,347.6699254
133074,226.9194933
133075,258.6536535
133076,442.4242104
133077,379.5183015
133078,145.3247734
133079,482.0892987
133080,334.0499809
133081,312.867228
133082,320.0401822
133083,282.9544055
133084,319.7927993
133085,284.4772808
133086,270.370006
133087,246.6524115
133088,1075.110399
133089,1144.14664
133090,986.0636012
133091,995.2932593
133092,1233.688943
133093,964.468303
133094,1156.715184
133095,950.9706118
133096,31.14455543
133097,31.14455543
133098,31.14455543
133099,31.14455543
133100,31.14455543
133101,31.14455543
133102,31.14455543
133103,31.14455543
133104,75.3259928
133105,389.3726798
133106,235.8745761
133107,488.1562406
133108,485.8879228
133109,127.6697758
133110,300.1832441
133111,298.3737634
133112,232.9599216
133113,219.7430035
133114,228.8305613
133115,209.6401734
133116,273.7128705
133117,268.5242124
133118,256.6769682
133119,260.6047666
133120,343.7054641
133121,375.9622015
133122,258.108651
133123,355.6773492
133124,339.1657845
133125,356.5842076
133126,260.739946
133127,250.237971
133128,292.8868921
133129,477.4594565
133130,372.7950939
133131,461.4593504
133132,384.4828421
133133,360.6789468
133134,470.4039307
133135,390.701623
133136,301.4812868
133137,371.4636013
133138,369.5889671
133139,364.2938638
133140,369.9696722
133141,322.6963556
133142,341.4328893
133143,338.2692663
133144,95.97570801
133145,235.2429081
133146,88.30803842
133147,143.1552257
133148,149.6530771
133149,140.8518327
133150,202.4185225
133151,140.6443461
133152,320.3743894
133153,418.321015
133154,318.3556391
133155,340.3920655
133156,312.9641393
133157,435.9515362
133158,389.5406036
133159,342.7264216
133160,665.2881767
133161,664.4987724
133162,551.6521035
133163,605.7006703
133164,621.2532944
133165,656.0077556
133166,351.9748499
133167,636.6631541
133168,595.0691174
133169,618.200274
133170,258.6808289
133171,238.9494182
133172,678.3001681
133173,690.695062
133174,553.4826584
133175,373.2205417
133176,435.7350196
133177,309.150305
133178,267.2550832
133179,285.0514416
133180,373.1880917
133181,192.307517
133182,430.0183594
133183,386.6508426
133184,366.0118457
133185,357.016854
133186,311.361451
133187,375.2017097
133188,345.0079135
133189,332.4248731
133190,356.5640986
133191,374.7904225
133192,205.1888168
133193,265.3921059
133194,217.6523284
133195,224.5413818
133196,242.5519341
133197,241.5887644
133198,236.1813479
133199,212.568918
133200,363.1660499
133201,387.2592235
133202,336.5411606
133203,345.4437171
133204,371.0760372
133205,352.6742533
133206,170.4616651
133207,366.4360148
133208,626.6271837
133209,658.9470129
133210,493.4302367
133211,723.0122482
133212,720.9804626
133213,426.8152153
133214,585.215389
133215,188.2006032
133216,301.5907767
133217,462.9600377
133218,318.2398204
133219,506.7409096
133220,234.4885885
133221,311.0548297
133222,437.5161933
133223,362.0303624
133224,243.3092777
133225,333.8099348
133226,336.8337193
133227,315.2068904
133228,340.6360247
133229,249.9265662
133230,313.1141249
133231,326.7711143
133232,253.7370525
133233,289.2472303
133234,253.4542562
133235,291.5349599
133236,261.9873978
133237,264.2958524
133238,263.4145702
133239,292.9934509
133240,227.7440515
133241,222.7585999
133242,305.0076579
133243,181.4067046
133244,290.4101444
133245,376.3131665
133246,345.7144087
133247,375.9007326
133248,403.5926082
133249,403.5926082
133250,403.5926082
133251,403.5926082
133252,403.5926082
133253,403.5926082
133254,403.5926082
133255,403.5926082
133256,340.7325645
133257,356.0803947
133258,313.2562979
133259,343.3754036
133260,271.0640058
133261,360.3052546
133262,277.3842648
133263,336.3900404
133264,206.9229523
133265,209.9144087
133266,266.7420582
133267,235.9629755
133268,242.6025456
133269,256.1656634
133270,209.2492452
133271,269.0152862
133272,347.8621676
133273,182.335048
133274,436.1595218
133275,261.9827162
133276,362.0574873
133277,224.2179978
133278,375.4226628
133279,396.5300677
133280,188.1700431
133281,464.3520027
133282,311.9260345
133283,529.368883
133284,378.3248785
133285,537.684457
133286,561.5424405
133287,542.1447258
133288,306.9510956
133289,285.6295724
133290,286.2486754
133291,241.5126549
133292,226.0992056
133293,233.0856188
133294,260.3496328
133295,253.3300185
133296,695.8056575
133297,735.5988098
133298,323.3656387
133299,647.6773045
133300,370.4273812
133301,478.541125
133302,62.30447719
133303,631.4169271
133304,316.316578
133305,242.6271726
133306,272.94081
133307,332.043298
133308,326.6854088
133309,245.0229055
133310,278.6138265
133311,266.0786343
133312,213.1766046
133313,185.1822386
133314,179.4740533
133315,193.5925649
133316,250.3354935
133317,173.9377574
133318,202.4376435
133319,272.4074407
133320,323.3549181
133321,161.2199348
133322,383.3195121
133323,158.0253875
133324,313.8240267
133325,362.6404611
133326,398.3032061
133327,118.6227121
133328,533.9139763
133329,614.5402887
133330,453.5896723
133331,622.5968631
133332,627.5381527
133333,459.0491014
133334,107.9692374
133335,557.7104407
133336,291.81743
133337,281.6124154
133338,305.0071766
133339,291.8652431
133340,298.5990044
133341,257.0508459
133342,305.6629031
133343,323.7801354
133344,37.74929988
133345,37.74929988
133346,37.74929988
133347,37.74929988
133348,37.74929988
133349,37.74929988
133350,37.74929988
133351,37.74929988
133352,181.5111268
133353,410.8270453
133354,385.9393402
133355,374.2222305
133356,588.6851308
133357,615.2960589
133358,488.8186169
133359,368.1667291
133360,481.8915126
133361,448.8205232
133362,443.0717708
133363,195.0189419
133364,455.2429726
133365,481.6435264
133366,421.1506215
133367,467.7304841
133368,1004.650477
133369,512.6415548
133370,670.6855721
133371,512.4537458
133372,498.8450488
133373,902.8878181
133374,935.1350092
133375,690.9854629
133376,472.9877583
133377,569.579182
133378,505.4788174
133379,330.6662669
133380,536.4504752
133381,585.31629
133382,428.6969577
133383,291.9103323
133384,474.1485929
133385,410.4850376
133386,472.6009591
133387,497.884794
133388,434.4839309
133389,397.0876018
133390,410.4143468
133391,500.0476703
133392,295.8960695
133393,279.4190563
133394,324.355211
133395,312.9437657
133396,310.724414
133397,289.0433342
133398,339.4734473
133399,286.008024
133400,818.4458297
133401,594.4073941
133402,720.7303703
133403,751.4663075
133404,510.8545691
133405,833.2562124
133406,653.5244519
133407,715.0170586
133408,94.18527239
