,Annual_Income
134943,14909.4
134944,20326.87
134945,20326.87
134946,20326.87
134947,20326.87
134948,20326.87
134949,20326.87
134950,20326.87
134951,20326.87
134952,
134953,22265.03
134954,22265.03
134955,22265.03
134956,22265.03
134957,22265.03
134958,22265.03
134959,
134960,20782.66
134961,20782.66
134962,20782.66
134963,20782.66
134964,20782.66
134965,
134966,20782.66
134967,20782.66
134968,63839.24
134969,63839.24
134970,63839.24
134971,63839.24
134972,
134973,63839.24
134974,63839.24
134975,63839.24
134976,
134977,13675.83
134978,13675.83
134979,13675.83
134980,13675.83
134981,13675.83
134982,13675.83
134983,13675.83
134984,25626.88
134985,25626.88
134986,25626.88
134987,25626.88
134988,
134989,25626.88
134990,25626.88
134991,25626.88
134992,19428.03
134993,19428.03
134994,19428.03
134995,19428.03
134996,19428.03
134997,19428.03
134998,19428.03
134999,19428.03
135000,97714.47
135001,97714.47
135002,97714.47
135003,97714.47
135004,97714.47
135005,97714.47
135006,97714.47
135007,97714.47
135008,38694.74
135009,38694.74
135010,38694.74
135011,38694.74
135012,
135013,38694.74
135014,
135015,38694.74
135016,15400.19
135017,15400.19
135018,15400.19
135019,15400.19
135020,15400.19
135021,15400.19
135022,15400.19
135023,15400.19
135024,92699.31
135025,92699.31
135026,92699.31
135027,92699.31
135028,92699.31
135029,92699.31
135030,92699.31
135031,92699.31
135032,17213.61
135033,17213.61
135034,17213.61
135035,17213.61
135036,17213.61
135037,17213.61
135038,17213.61
135039,17213.61
135040,30269.71
135041,30269.71
135042,30269.71
135043,30269.71
135044,30269.71
135045,30269.71
135046,30269.71
135047,30269.71
135048,9741.195
135049,9741.195
135050,9741.195
135051,9741.195
135052,9741.195
135053,9741.195
135054,9741.195
135055,9741.195
135056,54346.35
135057,54346.35
135058,54346.35
135059,54346.35
135060,54346.35
135061,54346.35
135062,54346.35
135063,54346.35
135064,109547.1
135065,109547.1
135066,109547.1
135067,109547.1
135068,109547.1
135069,
135070,109547.1
135071,109547.1
135072,66919.4
135073,66919.4
135074,66919.4
135075,66919.4
135076,66919.4
135077,66919.4
135078,66919.4
135079,66919.4
135080,16313.03
135081,16313.03
135082,16313.03
135083,16313.03
135084,16313.03
135085,16313.03
135086,16313.03
135087,16313.03
135088,65523.04
135089,65523.04
135090,65523.04
135091,65523.04
135092,65523.04
135093,65523.04
135094,65523.04
135095,65523.04
135096,143853.08
135097,143853.08
135098,143853.08
135099,143853.08
135100,
135101,143853.08
135102,143853.08
135103,143853.08
135104,89398.64
135105,
135106,
135107,89398.64
135108,89398.64
135109,89398.64
135110,89398.64
135111,89398.64
135112,45902.25
135113,45902.25
135114,45902.25
135115,45902.25
135116,45902.25
135117,45902.25
135118,45902.25
135119,45902.25
135120,78570.64
135121,78570.64
135122,78570.64
135123,78570.64
135124,78570.64
135125,78570.64
135126,78570.64
135127,78570.64
135128,95768.85
135129,95768.85
135130,95768.85
135131,
135132,95768.85
135133,95768.85
135134,95768.85
135135,95768.85
135136,97377.87
135137,97377.87
135138,97377.87
135139,97377.87
135140,
135141,97377.87
135142,97377.87
135143,97377.87
135144,31276.27
135145,31276.27
135146,31276.27
135147,31276.27
135148,31276.27
135149,31276.27
135150,
135151,31276.27
135152,131698.96
135153,131698.96
135154,131698.96
135155,131698.96
135156,131698.96
135157,131698.96
135158,131698.96
135159,131698.96
135160,68533.84
135161,
135162,68533.84
135163,68533.84
135164,68533.84
135165,68533.84
135166,68533.84
135167,68533.84
135168,28274.17
135169,28274.17
135170,28274.17
135171,28274.17
135172,28274.17
135173,28274.17
135174,28274.17
135175,28274.17
135176,66674.38
135177,66674.38
135178,66674.38
135179,66674.38
135180,66674.38
135181,66674.38
135182,66674.38
135183,66674.38
135184,124085.91
135185,124085.91
135186,124085.91
135187,124085.91
135188,124085.91
135189,124085.91
135190,124085.91
135191,124085.91
135192,20945.38
135193,20945.38
135194,20945.38
135195,20945.38
135196,20945.38
135197,20945.38
135198,20945.38
135199,
135200,50690.91
135201,50690.91
135202,50690.91
135203,50690.91
135204,50690.91
135205,50690.91
135206,50690.91
135207,50690.91
135208,15503.65
135209,15503.65
135210,15503.65
135211,15503.65
135212,15503.65
135213,15503.65
135214,15503.65
135215,15503.65
135216,95099.8
135217,95099.8
135218,95099.8
135219,95099.8
135220,95099.8
135221,95099.8
135222,95099.8
135223,95099.8
135224,49228.35
135225,49228.35
135226,49228.35
135227,49228.35
135228,49228.35
135229,49228.35
135230,49228.35
135231,49228.35
135232,86502.12
135233,86502.12
135234,
135235,86502.12
135236,86502.12
135237,86502.12
135238,86502.12
135239,86502.12
135240,9620.965
135241,9620.965
135242,9620.965
135243,9620.965
135244,9620.965
135245,9620.965
135246,9620.965
135247,9620.965
135248,126344.72
135249,
135250,126344.72
135251,126344.72
135252,126344.72
135253,126344.72
135254,126344.72
135255,126344.72
135256,63572.76
135257,63572.76
135258,63572.76
135259,63572.76
135260,63572.76
135261,63572.76
135262,63572.76
135263,
135264,41922.4
135265,
135266,
135267,41922.4
135268,41922.4
135269,41922.4
135270,41922.4
135271,
135272,
135273,21421.73
135274,21421.73
135275,21421.73
135276,21421.73
135277,
135278,21421.73
135279,21421.73
135280,21039.26
135281,21039.26
135282,21039.26
135283,21039.26
135284,
135285,21039.26
135286,21039.26
135287,21039.26
135288,19924.14
135289,19924.14
135290,19924.14
135291,19924.14
135292,19924.14
135293,19924.14
135294,19924.14
135295,19924.14
135296,48729.87
135297,48729.87
135298,48729.87
135299,48729.87
135300,48729.87
135301,48729.87
135302,48729.87
135303,48729.87
135304,62028.36
135305,62028.36
135306,62028.36
135307,62028.36
135308,62028.36
135309,62028.36
135310,62028.36
135311,62028.36
135312,75010.52
135313,75010.52
135314,75010.52
135315,75010.52
135316,
135317,75010.52
135318,75010.52
135319,75010.52
135320,19395.73
135321,19395.73
135322,19395.73
135323,19395.73
135324,19395.73
135325,19395.73
135326,19395.73
135327,19395.73
135328,16758.14
135329,16758.14
135330,16758.14
135331,16758.14
135332,16758.14
135333,16758.14
135334,16758.14
135335,16758.14
135336,28207.03
135337,
135338,28207.03
135339,28207.03
135340,28207.03
135341,28207.03
135342,28207.03
135343,
135344,70797.84
135345,70797.84
135346,
135347,
135348,70797.84
135349,
135350,70797.84
135351,70797.84
135352,79500.44
135353,79500.44
135354,79500.44
135355,79500.44
135356,79500.44
135357,79500.44
135358,79500.44
135359,79500.44
135360,49715.68
135361,49715.68
135362,49715.68
135363,49715.68
135364,49715.68
135365,49715.68
135366,49715.68
135367,49715.68
135368,20211.78
135369,20211.78
135370,20211.78
135371,20211.78
135372,20211.78
135373,20211.78
135374,20211.78
135375,20211.78
135376,90074.64
135377,90074.64
135378,90074.64
135379,90074.64
135380,90074.64
135381,90074.64
135382,90074.64
135383,90074.64
135384,44323.29
135385,
135386,44323.29
135387,44323.29
135388,44323.29
135389,44323.29
135390,44323.29
135391,44323.29
135392,17290.42
135393,17290.42
135394,17290.42
135395,17290.42
135396,17290.42
135397,17290.42
135398,17290.42
135399,
135400,
135401,11892.72
135402,11892.72
135403,11892.72
135404,11892.72
135405,11892.72
135406,11892.72
135407,11892.72
135408,58306.26
135409,58306.26
135410,
135411,58306.26
135412,58306.26
135413,58306.26
135414,58306.26
135415,58306.26
135416,34829.92
135417,34829.92
135418,34829.92
135419,34829.92
135420,34829.92
135421,34829.92
135422,34829.92
135423,
135424,12805.5
135425,12805.5
135426,12805.5
135427,12805.5
135428,12805.5
135429,12805.5
135430,12805.5
135431,12805.5
135432,36640.7
135433,36640.7
135434,36640.7
135435,
135436,36640.7
135437,36640.7
135438,36640.7
135439,36640.7
135440,61127.37
135441,61127.37
135442,61127.37
135443,61127.37
135444,61127.37
135445,61127.37
135446,61127.37
135447,61127.37
135448,30352.72
135449,30352.72
135450,30352.72
135451,30352.72
135452,30352.72
135453,
135454,30352.72
135455,30352.72
135456,80942.22
135457,80942.22
135458,80942.22
135459,80942.22
135460,80942.22
135461,80942.22
135462,80942.22
135463,80942.22
135464,21085.67
135465,21085.67
135466,21085.67
135467,21085.67
135468,21085.67
135469,21085.67
135470,21085.67
135471,21085.67
135472,30178.34
135473,30178.34
135474,30178.34
135475,30178.34
135476,30178.34
135477,30178.34
135478,30178.34
135479,30178.34
135480,46360.47
135481,46360.47
135482,46360.47
135483,
135484,46360.47
135485,46360.47
135486,46360.47
135487,46360.47
135488,14331.65
135489,14331.65
135490,14331.65
135491,14331.65
135492,14331.65
135493,14331.65
135494,14331.65
135495,14331.65
135496,17446.07
135497,17446.07
135498,17446.07
135499,17446.07
135500,17446.07
135501,17446.07
135502,17446.07
135503,17446.07
135504,26760.95
135505,26760.95
135506,26760.95
135507,26760.95
135508,26760.95
135509,26760.95
135510,26760.95
135511,26760.95
135512,71034.88
135513,71034.88
135514,71034.88
135515,71034.88
135516,71034.88
135517,71034.88
135518,71034.88
135519,71034.88
135520,70732.4
135521,70732.4
135522,70732.4
135523,70732.4
135524,70732.4
135525,70732.4
135526,70732.4
135527,70732.4
135528,7363.13
135529,7363.13
135530,7363.13
135531,7363.13
135532,7363.13
135533,7363.13
135534,7363.13
135535,7363.13
135536,9447.12
135537,9447.12
135538,9447.12
135539,9447.12
135540,9447.12
135541,9447.12
135542,9447.12
135543,
135544,15264.98
135545,15264.98
135546,15264.98
135547,15264.98
135548,15264.98
135549,15264.98
135550,15264.98
135551,15264.98
135552,9012.04
135553,9012.04
135554,9012.04
135555,9012.04
135556,9012.04
135557,9012.04
135558,9012.04
135559,
135560,14835.22
135561,14835.22
135562,
135563,14835.22
135564,14835.22
135565,14835.22
135566,14835.22
135567,14835.22
135568,62031.06
135569,62031.06
135570,62031.06
135571,
135572,62031.06
135573,62031.06
135574,62031.06
135575,62031.06
135576,19250.71
135577,19250.71
135578,19250.71
135579,19250.71
135580,19250.71
135581,19250.71
135582,19250.71
135583,19250.71
135584,28058.38
135585,28058.38
135586,28058.38
135587,28058.38
135588,
135589,28058.38
135590,28058.38
135591,28058.38
135592,40343.42
135593,40343.42
135594,40343.42
135595,40343.42
135596,40343.42
135597,40343.42
135598,40343.42
135599,40343.42
135600,35474.91
135601,
135602,
135603,35474.91
135604,35474.91
135605,35474.91
135606,35474.91
135607,
135608,33834.47
135609,33834.47
135610,33834.47
135611,33834.47
135612,33834.47
135613,33834.47
135614,33834.47
135615,33834.47
135616,109978.17
135617,109978.17
135618,109978.17
135619,109978.17
135620,109978.17
135621,
135622,109978.17
135623,
135624,24070.5
135625,24070.5
135626,24070.5
135627,24070.5
135628,
135629,24070.5
135630,24070.5
135631,24070.5
135632,89772.84
135633,89772.84
135634,89772.84
135635,89772.84
135636,89772.84
135637,89772.84
135638,89772.84
135639,89772.84
135640,14540.485
135641,14540.485
135642,14540.485
135643,
135644,14540.485
135645,14540.485
135646,14540.485
135647,14540.485
135648,
135649,33990.85
135650,33990.85
135651,33990.85
135652,33990.85
135653,33990.85
135654,33990.85
135655,33990.85
135656,42185.25
135657,42185.25
135658,42185.25
135659,
135660,42185.25
135661,42185.25
135662,42185.25
135663,42185.25
135664,33061.2
135665,33061.2
135666,33061.2
135667,33061.2
135668,33061.2
135669,33061.2
135670,33061.2
135671,33061.2
135672,12287.43
135673,12287.43
135674,12287.43
135675,12287.43
135676,12287.43
135677,12287.43
135678,12287.43
135679,12287.43
135680,33624.4
135681,33624.4
135682,33624.4
135683,33624.4
135684,33624.4
135685,33624.4
135686,33624.4
135687,33624.4
135688,41414.58
135689,41414.58
135690,41414.58
135691,41414.58
135692,41414.58
135693,41414.58
135694,41414.58
135695,41414.58
135696,56125.5
135697,56125.5
135698,56125.5
135699,56125.5
135700,56125.5
135701,56125.5
135702,56125.5
135703,56125.5
135704,9886.53
135705,9886.53
135706,9886.53
135707,9886.53
135708,9886.53
135709,9886.53
135710,9886.53
135711,9886.53
135712,121522.52
135713,121522.52
135714,121522.52
135715,121522.52
135716,121522.52
135717,121522.52
135718,121522.52
135719,121522.52
135720,58164.12
135721,58164.12
135722,58164.12
135723,58164.12
135724,58164.12
135725,58164.12
135726,58164.12
135727,58164.12
135728,21172.98
135729,21172.98
135730,
135731,21172.98
135732,21172.98
135733,21172.98
135734,21172.98
135735,21172.98
135736,13701.675
135737,13701.675
135738,13701.675
135739,13701.675
135740,13701.675
135741,13701.675
135742,13701.675
135743,13701.675
135744,20351.965
135745,20351.965
135746,20351.965
135747,20351.965
135748,20351.965
135749,20351.965
135750,20351.965
135751,20351.965
135752,29256.86
135753,29256.86
135754,29256.86
135755,29256.86
135756,29256.86
135757,29256.86
135758,29256.86
135759,29256.86
135760,
135761,20170.75
135762,20170.75
135763,20170.75
135764,20170.75
135765,20170.75
135766,20170.75
135767,20170.75
135768,8658.18
135769,8658.18
135770,8658.18
135771,8658.18
135772,8658.18
135773,8658.18
135774,8658.18
135775,8658.18
135776,17663.535
135777,17663.535
135778,17663.535
135779,17663.535
135780,17663.535
135781,17663.535
135782,17663.535
135783,17663.535
135784,15509.99
135785,15509.99
135786,15509.99
135787,15509.99
135788,15509.99
135789,15509.99
135790,15509.99
135791,15509.99
135792,57452.43
135793,57452.43
135794,57452.43
135795,57452.43
135796,57452.43
135797,57452.43
135798,57452.43
135799,57452.43
135800,7299.77
135801,7299.77
135802,7299.77
135803,7299.77
135804,7299.77
135805,7299.77
135806,7299.77
135807,7299.77
135808,60159.45
135809,60159.45
135810,60159.45
135811,60159.45
135812,60159.45
135813,60159.45
135814,60159.45
135815,60159.45
135816,9637.635
135817,9637.635
135818,9637.635
135819,9637.635
135820,9637.635
135821,9637.635
135822,9637.635
135823,9637.635
135824,116360.56
135825,116360.56
135826,116360.56
135827,116360.56
135828,116360.56
135829,116360.56
135830,116360.56
135831,116360.56
135832,19563.14
135833,19563.14
135834,19563.14
135835,19563.14
135836,19563.14
135837,19563.14
135838,19563.14
135839,19563.14
135840,
135841,20338.48
135842,20338.48
135843,20338.48
135844,20338.48
135845,20338.48
135846,20338.48
135847,20338.48
135848,41563.69
135849,41563.69
135850,41563.69
135851,41563.69
135852,41563.69
135853,41563.69
135854,41563.69
135855,41563.69
135856,72902.7
135857,72902.7
135858,72902.7
135859,72902.7
135860,72902.7
135861,72902.7
135862,72902.7
135863,72902.7
135864,16603.995
135865,16603.995
135866,16603.995
135867,16603.995
135868,16603.995
135869,16603.995
135870,16603.995
135871,16603.995
135872,56286.51
135873,56286.51
135874,56286.51
135875,56286.51
135876,56286.51
135877,56286.51
135878,56286.51
135879,56286.51
135880,166837.64
135881,166837.64
135882,166837.64
135883,166837.64
135884,166837.64
135885,166837.64
135886,166837.64
135887,166837.64
135888,18228.535
135889,18228.535
135890,18228.535
135891,
135892,18228.535
135893,18228.535
135894,18228.535
135895,18228.535
135896,126464.01
135897,126464.01
135898,126464.01
135899,126464.01
135900,126464.01
135901,126464.01
135902,126464.01
135903,126464.01
135904,98455.26
135905,98455.26
135906,98455.26
135907,98455.26
135908,98455.26
135909,98455.26
135910,98455.26
135911,98455.26
135912,66387.42
135913,66387.42
135914,66387.42
135915,66387.42
135916,66387.42
135917,66387.42
135918,66387.42
135919,66387.42
135920,82383.04
135921,82383.04
135922,82383.04
135923,82383.04
135924,82383.04
135925,82383.04
135926,82383.04
135927,82383.04
135928,29182.34
135929,29182.34
135930,29182.34
135931,29182.34
135932,29182.34
135933,29182.34
135934,29182.34
135935,29182.34
135936,15586.65
135937,15586.65
135938,15586.65
135939,15586.65
135940,15586.65
135941,15586.65
135942,15586.65
135943,15586.65
135944,54593.73
135945,54593.73
135946,54593.73
135947,
135948,54593.73
135949,54593.73
135950,54593.73
135951,54593.73
135952,55554.69
135953,55554.69
135954,55554.69
135955,55554.69
135956,55554.69
135957,55554.69
135958,55554.69
135959,55554.69
135960,61807.41
135961,61807.41
135962,61807.41
135963,61807.41
135964,61807.41
135965,61807.41
135966,61807.41
135967,61807.41
135968,16200.25
135969,16200.25
135970,16200.25
135971,16200.25
135972,16200.25
135973,16200.25
135974,16200.25
135975,16200.25
135976,43924.04
135977,43924.04
135978,43924.04
135979,43924.04
135980,43924.04
135981,43924.04
135982,43924.04
135983,43924.04
135984,39522.28
135985,39522.28
135986,39522.28
135987,39522.28
135988,39522.28
135989,39522.28
135990,39522.28
135991,
135992,35618.39
135993,35618.39
135994,35618.39
135995,35618.39
135996,35618.39
135997,35618.39
135998,35618.39
135999,35618.39
136000,125905.84
136001,125905.84
136002,125905.84
136003,125905.84
136004,125905.84
136005,125905.84
136006,125905.84
136007,125905.84
136008,
136009,42216.93
136010,42216.93
136011,42216.93
136012,42216.93
136013,42216.93
136014,42216.93
136015,42216.93
136016,119242.68
136017,119242.68
136018,119242.68
136019,119242.68
136020,119242.68
136021,
136022,119242.68
136023,119242.68
136024,29175.03
136025,29175.03
136026,29175.03
136027,29175.03
136028,29175.03
136029,29175.03
136030,29175.03
136031,29175.03
136032,78810.64
136033,78810.64
136034,78810.64
136035,78810.64
136036,78810.64
136037,78810.64
136038,78810.64
136039,78810.64
136040,29094.06
136041,29094.06
136042,29094.06
136043,29094.06
136044,29094.06
136045,29094.06
136046,29094.06
136047,29094.06
136048,20674.5
136049,20674.5
136050,20674.5
136051,
136052,20674.5
136053,20674.5
136054,20674.5
136055,20674.5
136056,21537.99
136057,21537.99
136058,21537.99
136059,21537.99
136060,21537.99
136061,21537.99
136062,21537.99
136063,21537.99
136064,77751.8
136065,77751.8
136066,
136067,77751.8
136068,77751.8
136069,77751.8
136070,77751.8
136071,77751.8
136072,38430.94
136073,38430.94
136074,38430.94
136075,38430.94
136076,38430.94
136077,38430.94
136078,38430.94
136079,38430.94
136080,56451.8
136081,56451.8
136082,56451.8
136083,56451.8
136084,56451.8
136085,56451.8
136086,56451.8
136087,56451.8
136088,19886.07
136089,19886.07
136090,19886.07
136091,19886.07
136092,19886.07
136093,19886.07
136094,19886.07
136095,19886.07
136096,41848.26
136097,41848.26
136098,41848.26
136099,41848.26
136100,41848.26
136101,41848.26
136102,41848.26
136103,41848.26
136104,
136105,36920.36
136106,36920.36
136107,36920.36
136108,36920.36
136109,36920.36
136110,36920.36
136111,36920.36
136112,39912.86
136113,39912.86
136114,39912.86
136115,39912.86
136116,39912.86
136117,39912.86
136118,39912.86
136119,39912.86
136120,
136121,100192.32
136122,100192.32
136123,
136124,
136125,100192.32
136126,100192.32
136127,100192.32
136128,14095.93
136129,14095.93
136130,14095.93
136131,14095.93
136132,14095.93
136133,14095.93
136134,14095.93
136135,14095.93
136136,31877.72
136137,31877.72
136138,31877.72
136139,31877.72
136140,31877.72
136141,31877.72
136142,31877.72
136143,31877.72
136144,42756.72
136145,42756.72
136146,42756.72
136147,42756.72
136148,42756.72
136149,42756.72
136150,42756.72
136151,42756.72
136152,24293.22
136153,24293.22
136154,24293.22
136155,24293.22
136156,24293.22
136157,24293.22
136158,24293.22
136159,24293.22
136160,50520.75
136161,50520.75
136162,50520.75
136163,50520.75
136164,50520.75
136165,50520.75
136166,50520.75
136167,50520.75
136168,20961.365
136169,20961.365
136170,
136171,20961.365
136172,
136173,20961.365
136174,20961.365
136175,20961.365
136176,52797.3
136177,52797.3
136178,52797.3
136179,52797.3
136180,52797.3
136181,52797.3
136182,52797.3
136183,52797.3
136184,144444.64
136185,144444.64
136186,144444.64
136187,144444.64
136188,144444.64
136189,144444.64
136190,144444.64
136191,144444.64
136192,27947.05
136193,27947.05
136194,27947.05
136195,27947.05
136196,27947.05
136197,27947.05
136198,27947.05
136199,27947.05
136200,135671.32
136201,135671.32
136202,135671.32
136203,135671.32
136204,135671.32
136205,135671.32
136206,135671.32
136207,135671.32
136208,98983.17
136209,
136210,98983.17
136211,98983.17
136212,98983.17
136213,98983.17
136214,98983.17
136215,98983.17
136216,81566.25
136217,81566.25
136218,81566.25
136219,81566.25
136220,81566.25
136221,81566.25
136222,81566.25
136223,
136224,36029.25
136225,36029.25
136226,36029.25
136227,36029.25
136228,36029.25
136229,36029.25
136230,36029.25
136231,36029.25
136232,58290.64
136233,58290.64
136234,58290.64
136235,58290.64
136236,58290.64
136237,58290.64
136238,58290.64
136239,58290.64
136240,18014.97
136241,18014.97
136242,18014.97
136243,18014.97
136244,18014.97
136245,18014.97
136246,18014.97
136247,18014.97
136248,128163.36
136249,128163.36
136250,128163.36
136251,128163.36
136252,128163.36
136253,128163.36
136254,128163.36
136255,128163.36
136256,83378.2
136257,83378.2
136258,83378.2
136259,83378.2
136260,83378.2
136261,83378.2
136262,83378.2
136263,83378.2
136264,33212.27
136265,33212.27
136266,
136267,33212.27
136268,33212.27
136269,33212.27
136270,33212.27
136271,33212.27
136272,35207.73
136273,35207.73
136274,35207.73
136275,35207.73
136276,35207.73
136277,35207.73
136278,
136279,35207.73
136280,34636.64
136281,34636.64
136282,34636.64
136283,34636.64
136284,34636.64
136285,34636.64
136286,
136287,34636.64
136288,
136289,83126.24
136290,
136291,83126.24
136292,83126.24
136293,83126.24
136294,83126.24
136295,83126.24
136296,37777.92
136297,37777.92
136298,
136299,37777.92
136300,37777.92
136301,37777.92
136302,37777.92
136303,37777.92
136304,27292.5
136305,27292.5
136306,27292.5
136307,27292.5
136308,27292.5
136309,27292.5
136310,27292.5
136311,27292.5
136312,84373.32
136313,84373.32
136314,84373.32
136315,
136316,84373.32
136317,84373.32
136318,84373.32
136319,84373.32
136320,59999.02
136321,59999.02
136322,59999.02
136323,59999.02
136324,59999.02
136325,59999.02
136326,59999.02
136327,59999.02
136328,7127.455
136329,7127.455
136330,7127.455
136331,7127.455
136332,7127.455
136333,7127.455
136334,7127.455
136335,7127.455
136336,28253.33
136337,28253.33
136338,28253.33
136339,28253.33
136340,28253.33
136341,28253.33
136342,28253.33
136343,28253.33
136344,19268.3
136345,19268.3
136346,19268.3
136347,19268.3
136348,19268.3
136349,19268.3
136350,19268.3
136351,19268.3
136352,147327.8
136353,147327.8
136354,
136355,147327.8
136356,147327.8
136357,147327.8
136358,147327.8
136359,147327.8
136360,
136361,47732.88
136362,47732.88
136363,47732.88
136364,47732.88
136365,47732.88
136366,47732.88
136367,47732.88
136368,13180.99
136369,13180.99
136370,13180.99
136371,13180.99
136372,13180.99
136373,
136374,13180.99
136375,13180.99
136376,69981.32
136377,69981.32
136378,69981.32
136379,69981.32
136380,69981.32
136381,69981.32
136382,69981.32
136383,69981.32
136384,31253.18
136385,31253.18
136386,31253.18
136387,31253.18
136388,31253.18
136389,31253.18
136390,
136391,31253.18
136392,33735.42
136393,33735.42
136394,33735.42
136395,33735.42
136396,33735.42
136397,33735.42
136398,33735.42
136399,33735.42
136400,8312.085
136401,8312.085
136402,8312.085
136403,8312.085
136404,8312.085
136405,8312.085
136406,8312.085
136407,8312.085
136408,18458.05
136409,18458.05
136410,18458.05
136411,18458.05
136412,18458.05
136413,18458.05
136414,18458.05
136415,18458.05
136416,22385.16
136417,22385.16
136418,22385.16
136419,22385.16
136420,22385.16
136421,22385.16
136422,22385.16
136423,
136424,57651.98
136425,57651.98
136426,57651.98
136427,57651.98
136428,57651.98
136429,57651.98
136430,
136431,57651.98
136432,96815.91
136433,96815.91
136434,96815.91
136435,96815.91
136436,96815.91
136437,96815.91
136438,96815.91
136439,96815.91
136440,37085.98
136441,37085.98
136442,37085.98
136443,37085.98
136444,37085.98
136445,37085.98
136446,37085.98
136447,37085.98
136448,131737.72
136449,131737.72
136450,131737.72
136451,131737.72
136452,131737.72
136453,131737.72
136454,131737.72
136455,131737.72
136456,57582.42
136457,57582.42
136458,57582.42
136459,
136460,
136461,57582.42
136462,57582.42
136463,
136464,63407.82
136465,63407.82
136466,63407.82
136467,63407.82
136468,63407.82
136469,63407.82
136470,63407.82
136471,63407.82
136472,17919.005
136473,17919.005
136474,17919.005
136475,17919.005
136476,17919.005
136477,17919.005
136478,17919.005
136479,17919.005
136480,
136481,10437.765
136482,10437.765
136483,10437.765
136484,10437.765
136485,10437.765
136486,10437.765
136487,10437.765
136488,
136489,38253.64
136490,38253.64
136491,
136492,38253.64
136493,38253.64
136494,38253.64
136495,38253.64
136496,38791.68
136497,38791.68
136498,38791.68
136499,38791.68
136500,38791.68
136501,38791.68
136502,38791.68
136503,38791.68
136504,23692.52
136505,23692.52
136506,
136507,23692.52
136508,23692.52
136509,23692.52
136510,23692.52
136511,23692.52
136512,9648.82
136513,9648.82
136514,9648.82
136515,9648.82
136516,9648.82
136517,9648.82
136518,9648.82
136519,9648.82
136520,39020.72
136521,39020.72
136522,39020.72
136523,
136524,39020.72
136525,39020.72
136526,39020.72
136527,39020.72
136528,20623.16
136529,20623.16
136530,20623.16
136531,20623.16
136532,20623.16
136533,20623.16
136534,20623.16
136535,20623.16
136536,39130.84
136537,39130.84
136538,39130.84
136539,39130.84
136540,39130.84
136541,39130.84
136542,39130.84
136543,39130.84
136544,49718.55
136545,49718.55
136546,49718.55
136547,49718.55
136548,49718.55
136549,49718.55
136550,49718.55
136551,49718.55
136552,16702.25
136553,16702.25
136554,16702.25
136555,16702.25
136556,16702.25
136557,16702.25
136558,16702.25
136559,16702.25
136560,28435.76
136561,28435.76
136562,28435.76
136563,
136564,28435.76
136565,28435.76
136566,28435.76
136567,28435.76
136568,87204.48
136569,87204.48
136570,87204.48
136571,87204.48
136572,87204.48
136573,87204.48
136574,87204.48
136575,87204.48
136576,
136577,41797.94
136578,41797.94
136579,41797.94
136580,41797.94
136581,41797.94
136582,41797.94
136583,41797.94
136584,112308.39
136585,112308.39
136586,112308.39
136587,112308.39
136588,112308.39
136589,112308.39
136590,112308.39
136591,112308.39
136592,35820.62
136593,35820.62
136594,35820.62
136595,35820.62
136596,35820.62
136597,35820.62
136598,
136599,35820.62
136600,
136601,35846.52
136602,35846.52
136603,35846.52
136604,35846.52
136605,35846.52
136606,35846.52
136607,35846.52
136608,20981.46
136609,20981.46
136610,20981.46
136611,20981.46
136612,20981.46
136613,20981.46
136614,20981.46
136615,20981.46
136616,84687.48
136617,84687.48
136618,84687.48
136619,84687.48
136620,84687.48
136621,84687.48
136622,84687.48
136623,84687.48
136624,29101.85
136625,29101.85
136626,29101.85
136627,29101.85
136628,29101.85
136629,29101.85
136630,29101.85
136631,29101.85
136632,20120.38
136633,20120.38
136634,20120.38
136635,20120.38
136636,20120.38
136637,20120.38
136638,20120.38
136639,20120.38
136640,37360.94
136641,37360.94
136642,
136643,37360.94
136644,37360.94
136645,37360.94
136646,
136647,37360.94
136648,19280.89
136649,19280.89
136650,19280.89
136651,19280.89
136652,19280.89
136653,19280.89
136654,19280.89
136655,19280.89
136656,19936.4
136657,19936.4
136658,19936.4
136659,19936.4
136660,19936.4
136661,19936.4
136662,
136663,19936.4
136664,127706.55
136665,127706.55
136666,127706.55
136667,127706.55
136668,127706.55
136669,
136670,127706.55
136671,127706.55
136672,18507.35
136673,18507.35
136674,18507.35
136675,18507.35
136676,18507.35
136677,18507.35
136678,18507.35
136679,18507.35
136680,34243.28
136681,34243.28
136682,34243.28
136683,34243.28
136684,34243.28
136685,34243.28
136686,34243.28
136687,34243.28
136688,15931.72
136689,15931.72
136690,15931.72
136691,15931.72
136692,15931.72
136693,15931.72
136694,15931.72
136695,15931.72
136696,41293.1
136697,41293.1
136698,41293.1
136699,41293.1
136700,41293.1
136701,41293.1
136702,41293.1
136703,41293.1
136704,
136705,36849.5
136706,36849.5
136707,36849.5
136708,36849.5
136709,36849.5
136710,36849.5
136711,36849.5
136712,53543.38
136713,53543.38
136714,53543.38
136715,53543.38
136716,53543.38
136717,53543.38
136718,53543.38
136719,53543.38
136720,63965.84
136721,63965.84
136722,63965.84
136723,63965.84
136724,63965.84
136725,63965.84
136726,63965.84
136727,63965.84
136728,39242.1
136729,39242.1
136730,39242.1
136731,39242.1
136732,39242.1
136733,
136734,39242.1
136735,39242.1
136736,36217.7
136737,36217.7
136738,36217.7
136739,36217.7
136740,36217.7
136741,36217.7
136742,36217.7
